ID_Location,Name,Species,Year,Animals Sighted,Groups Sighted,Transect Length (km),Num per 100km,,,,,,,,,,,
5,Wuparo,Crocodile,2023,,,61,,,,,,,,,,,,
5,Wuparo,Duiker,1999,,,36,,,,,,,,,,,,
5,Wuparo,Duiker,2000,,,36,,,,,,,,,,,,
5,Wuparo,Duiker,2001,,,18,,,,,,,,,,,,
5,Wuparo,Duiker,2002,1,1,18,5.5,,,,,,,,,,,
5,Wuparo,Duiker,2003,3,3,54,5.5,,,,,,,,,,,
5,Wuparo,Duiker,2004,2,2,54,3.7,,,,,,,,,,,
5,Wuparo,Duiker,2006,1,1,64,1.6,,,,,,,,,,,
5,Wuparo,Duiker,2007,3,3,59,5.1,,,,,,,,,,,
5,Wuparo,Duiker,2008,3,3,53,5.7,,,,,,,,,,,
5,Wuparo,Duiker,2009,,,59,,,,,,,,,,,,
5,Wuparo,Duiker,2010,,,40,,,,,,,,,,,,
5,Wuparo,Duiker,2011,1,1,60,1.7,,,,,,,,,,,
5,Wuparo,Duiker,2012,1,1,43,2.3,,,,,,,,,,,
5,Wuparo,Duiker,2013,4,4,59,6.7,,,,,,,,,,,
5,Wuparo,Duiker,2014,3,2,57,5.2,,,,,,,,,,,
5,Wuparo,Duiker,2015,3,3,28,10.7,,,,,,,,,,,
5,Wuparo,Duiker,2016,2,2,47,4.3,,,,,,,,,,,
5,Wuparo,Duiker,2017,,,47,,,,,,,,,,,,
5,Wuparo,Duiker,2018,1,1,53,1.9,,,,,,,,,,,
5,Wuparo,Duiker,2019,5,3,59,8.5,,,,,,,,,,,
5,Wuparo,Duiker,2020,3,2,75,4,,,,,,,,,,,
5,Wuparo,Duiker,2021,4,4,67,6,,,,,,,,,,,
5,Wuparo,Duiker,2022,1,1,46,2.2,,,,,,,,,,,
5,Wuparo,Duiker,2023,3,3,61,4.9,,,,,,,,,,,
5,Wuparo,Eland,1999,,,36,,,,,,,,,,,,
5,Wuparo,Eland,2000,,,36,,,,,,,,,,,,
5,Wuparo,Eland,2001,,,18,,,,,,,,,,,,
5,Wuparo,Eland,2002,,,18,,,,,,,,,,,,
5,Wuparo,Eland,2003,,,54,,,,,,,,,,,,
5,Wuparo,Eland,2004,,,54,,,,,,,,,,,,
5,Wuparo,Eland,2006,,,64,,,,,,,,,,,,
5,Wuparo,Eland,2007,,,59,,,,,,,,,,,,
5,Wuparo,Eland,2008,,,53,,,,,,,,,,,,
5,Wuparo,Eland,2009,,,59,,,,,,,,,,,,
5,Wuparo,Eland,2010,,,40,,,,,,,,,,,,
5,Wuparo,Eland,2011,,,60,,,,,,,,,,,,
5,Wuparo,Eland,2012,,,43,,,,,,,,,,,,
5,Wuparo,Eland,2013,,,59,,,,,,,,,,,,
5,Wuparo,Eland,2014,,,57,,,,,,,,,,,,
5,Wuparo,Eland,2015,,,28,,,,,,,,,,,,
5,Wuparo,Eland,2016,,,47,,,,,,,,,,,,
5,Wuparo,Eland,2017,,,47,,,,,,,,,,,,
5,Wuparo,Eland,2018,,,53,,,,,,,,,,,,
5,Wuparo,Eland,2019,,,59,,,,,,,,,,,,
5,Wuparo,Eland,2020,,,75,,,,,,,,,,,,
5,Wuparo,Eland,2021,,,67,,,,,,,,,,,,
5,Wuparo,Eland,2022,,,46,,,,,,,,,,,,
5,Wuparo,Eland,2023,,,61,,,,,,,,,,,,
5,Wuparo,Elephant,1999,,,36,,,,,,,,,,,,
5,Wuparo,Elephant,2000,,,36,,,,,,,,,,,,
5,Wuparo,Elephant,2001,,,18,,,,,,,,,,,,
5,Wuparo,Elephant,2002,,,18,,,,,,,,,,,,
5,Wuparo,Elephant,2003,,,54,,,,,,,,,,,,
5,Wuparo,Elephant,2004,,,54,,,,,,,,,,,,
5,Wuparo,Elephant,2006,,,64,,,,,,,,,,,,
5,Wuparo,Elephant,2007,,,59,,,,,,,,,,,,
5,Wuparo,Elephant,2008,85,2,53,160.4,,,,,,,,,,,
5,Wuparo,Elephant,2009,,,59,,,,,,,,,,,,
5,Wuparo,Elephant,2010,,,40,,,,,,,,,,,,
5,Wuparo,Elephant,2011,2,1,60,3.3,,,,,,,,,,,
5,Wuparo,Elephant,2012,29,4,43,67.4,,,,,,,,,,,
5,Wuparo,Elephant,2013,1,1,59,1.7,,,,,,,,,,,
5,Wuparo,Elephant,2014,,,57,,,,,,,,,,,,
5,Wuparo,Elephant,2015,,,28,,,,,,,,,,,,
5,Wuparo,Elephant,2016,,,47,,,,,,,,,,,,
5,Wuparo,Elephant,2017,,,47,,,,,,,,,,,,
5,Wuparo,Elephant,2018,,,53,,,,,,,,,,,,
5,Wuparo,Elephant,2019,20,1,59,33.9,,,,,,,,,,,
5,Wuparo,Elephant,2020,16,1,75,21.3,,,,,,,,,,,
5,Wuparo,Elephant,2021,,,67,,,,,,,,,,,,
5,Wuparo,Elephant,2022,,,46,,,,,,,,,,,,
5,Wuparo,Elephant,2023,3,1,61,4.9,,,,,,,,,,,
5,Wuparo,Gemsbok,1999,,,36,,,,,,,,,,,,
5,Wuparo,Gemsbok,2000,,,36,,,,,,,,,,,,
5,Wuparo,Gemsbok,2001,,,18,,,,,,,,,,,,
5,Wuparo,Gemsbok,2002,,,18,,,,,,,,,,,,
5,Wuparo,Gemsbok,2003,,,54,,,,,,,,,,,,
5,Wuparo,Gemsbok,2004,,,54,,,,,,,,,,,,
5,Wuparo,Gemsbok,2006,,,64,,,,,,,,,,,,
5,Wuparo,Gemsbok,2007,,,59,,,,,,,,,,,,
5,Wuparo,Gemsbok,2008,,,53,,,,,,,,,,,,
5,Wuparo,Gemsbok,2009,,,59,,,,,,,,,,,,
5,Wuparo,Gemsbok,2010,,,40,,,,,,,,,,,,
5,Wuparo,Gemsbok,2011,,,60,,,,,,,,,,,,
5,Wuparo,Gemsbok,2012,,,43,,,,,,,,,,,,
5,Wuparo,Gemsbok,2013,,,59,,,,,,,,,,,,
5,Wuparo,Gemsbok,2014,,,57,,,,,,,,,,,,
5,Wuparo,Gemsbok,2015,,,28,,,,,,,,,,,,
5,Wuparo,Gemsbok,2016,,,47,,,,,,,,,,,,
5,Wuparo,Gemsbok,2017,,,47,,,,,,,,,,,,
5,Wuparo,Gemsbok,2018,,,53,,,,,,,,,,,,
5,Wuparo,Gemsbok,2019,,,59,,,,,,,,,,,,
5,Wuparo,Gemsbok,2020,,,75,,,,,,,,,,,,
5,Wuparo,Gemsbok,2021,,,67,,,,,,,,,,,,
5,Wuparo,Gemsbok,2022,,,46,,,,,,,,,,,,
5,Wuparo,Gemsbok,2023,,,61,,,,,,,,,,,,
5,Wuparo,Giraffe,1999,,,36,,,,,,,,,,,,
5,Wuparo,Giraffe,2000,,,36,,,,,,,,,,,,
5,Wuparo,Giraffe,2001,,,18,,,,,,,,,,,,
5,Wuparo,Giraffe,2002,,,18,,,,,,,,,,,,
5,Wuparo,Giraffe,2003,,,54,,,,,,,,,,,,
5,Wuparo,Giraffe,2004,,,54,,,,,,,,,,,,
5,Wuparo,Giraffe,2006,,,64,,,,,,,,,,,,
5,Wuparo,Giraffe,2007,,,59,,,,,,,,,,,,
5,Wuparo,Giraffe,2008,,,53,,,,,,,,,,,,
5,Wuparo,Giraffe,2009,,,59,,,,,,,,,,,,
5,Wuparo,Giraffe,2010,,,40,,,,,,,,,,,,
5,Wuparo,Giraffe,2011,,,60,,,,,,,,,,,,
5,Wuparo,Giraffe,2012,,,43,,,,,,,,,,,,
5,Wuparo,Giraffe,2013,,,59,,,,,,,,,,,,
5,Wuparo,Giraffe,2014,,,57,,,,,,,,,,,,
5,Wuparo,Giraffe,2015,,,28,,,,,,,,,,,,
5,Wuparo,Giraffe,2016,,,47,,,,,,,,,,,,
5,Wuparo,Giraffe,2017,,,47,,,,,,,,,,,,
5,Wuparo,Giraffe,2018,,,53,,,,,,,,,,,,
5,Wuparo,Giraffe,2019,,,59,,,,,,,,,,,,
5,Wuparo,Giraffe,2020,,,75,,,,,,,,,,,,
5,Wuparo,Giraffe,2021,,,67,,,,,,,,,,,,
5,Wuparo,Giraffe,2022,,,46,,,,,,,,,,,,
5,Wuparo,Giraffe,2023,,,61,,,,,,,,,,,,
5,Wuparo,Hartebeest,1999,,,36,,,,,,,,,,,,
5,Wuparo,Hartebeest,2000,,,36,,,,,,,,,,,,
5,Wuparo,Hartebeest,2001,,,18,,,,,,,,,,,,
5,Wuparo,Hartebeest,2002,,,18,,,,,,,,,,,,
5,Wuparo,Hartebeest,2003,,,54,,,,,,,,,,,,
5,Wuparo,Hartebeest,2004,,,54,,,,,,,,,,,,
5,Wuparo,Hartebeest,2006,,,64,,,,,,,,,,,,
5,Wuparo,Hartebeest,2007,,,59,,,,,,,,,,,,
5,Wuparo,Hartebeest,2008,,,53,,,,,,,,,,,,
5,Wuparo,Hartebeest,2009,,,59,,,,,,,,,,,,
5,Wuparo,Hartebeest,2010,,,40,,,,,,,,,,,,
5,Wuparo,Hartebeest,2011,,,60,,,,,,,,,,,,
5,Wuparo,Hartebeest,2012,,,43,,,,,,,,,,,,
5,Wuparo,Hartebeest,2013,,,59,,,,,,,,,,,,
5,Wuparo,Hartebeest,2014,,,57,,,,,,,,,,,,
5,Wuparo,Hartebeest,2015,,,28,,,,,,,,,,,,
5,Wuparo,Hartebeest,2016,,,47,,,,,,,,,,,,
5,Wuparo,Hartebeest,2017,,,47,,,,,,,,,,,,
5,Wuparo,Hartebeest,2018,,,53,,,,,,,,,,,,
5,Wuparo,Hartebeest,2019,,,59,,,,,,,,,,,,
5,Wuparo,Hartebeest,2020,,,75,,,,,,,,,,,,
5,Wuparo,Hartebeest,2021,,,67,,,,,,,,,,,,
5,Wuparo,Hartebeest,2022,,,46,,,,,,,,,,,,
5,Wuparo,Hartebeest,2023,,,61,,,,,,,,,,,,
5,Wuparo,Hippo,1999,,,36,,,,,,,,,,,,
5,Wuparo,Hippo,2000,,,36,,,,,,,,,,,,
5,Wuparo,Hippo,2001,,,18,,,,,,,,,,,,
5,Wuparo,Hippo,2002,,,18,,,,,,,,,,,,
5,Wuparo,Hippo,2003,,,54,,,,,,,,,,,,
5,Wuparo,Hippo,2004,,,54,,,,,,,,,,,,
5,Wuparo,Hippo,2006,,,64,,,,,,,,,,,,
5,Wuparo,Hippo,2007,,,59,,,,,,,,,,,,
5,Wuparo,Hippo,2008,,,53,,,,,,,,,,,,
5,Wuparo,Hippo,2009,,,59,,,,,,,,,,,,
5,Wuparo,Hippo,2010,,,40,,,,,,,,,,,,
5,Wuparo,Hippo,2011,,,60,,,,,,,,,,,,
5,Wuparo,Hippo,2012,,,43,,,,,,,,,,,,
5,Wuparo,Hippo,2013,,,59,,,,,,,,,,,,
5,Wuparo,Hippo,2014,,,57,,,,,,,,,,,,
5,Wuparo,Hippo,2015,,,28,,,,,,,,,,,,
5,Wuparo,Hippo,2016,,,47,,,,,,,,,,,,
5,Wuparo,Hippo,2017,,,47,,,,,,,,,,,,
5,Wuparo,Hippo,2018,,,53,,,,,,,,,,,,
5,Wuparo,Hippo,2019,,,59,,,,,,,,,,,,
5,Wuparo,Hippo,2020,,,75,,,,,,,,,,,,
5,Wuparo,Hippo,2021,,,67,,,,,,,,,,,,
5,Wuparo,Hippo,2022,,,46,,,,,,,,,,,,
5,Wuparo,Hippo,2023,,,61,,,,,,,,,,,,
5,Wuparo,Honey Badger,1999,,,36,,,,,,,,,,,,
5,Wuparo,Honey Badger,2000,,,36,,,,,,,,,,,,
5,Wuparo,Honey Badger,2001,,,18,,,,,,,,,,,,
5,Wuparo,Honey Badger,2002,,,18,,,,,,,,,,,,
5,Wuparo,Honey Badger,2003,,,54,,,,,,,,,,,,
5,Wuparo,Honey Badger,2004,,,54,,,,,,,,,,,,
5,Wuparo,Honey Badger,2006,,,64,,,,,,,,,,,,
5,Wuparo,Honey Badger,2007,,,59,,,,,,,,,,,,
5,Wuparo,Honey Badger,2008,,,53,,,,,,,,,,,,
5,Wuparo,Honey Badger,2009,,,59,,,,,,,,,,,,
5,Wuparo,Honey Badger,2010,,,40,,,,,,,,,,,,
5,Wuparo,Honey Badger,2011,,,60,,,,,,,,,,,,
5,Wuparo,Honey Badger,2012,,,43,,,,,,,,,,,,
5,Wuparo,Honey Badger,2013,,,59,,,,,,,,,,,,
5,Wuparo,Honey Badger,2014,,,57,,,,,,,,,,,,
5,Wuparo,Honey Badger,2015,,,28,,,,,,,,,,,,
5,Wuparo,Honey Badger,2016,,,47,,,,,,,,,,,,
5,Wuparo,Honey Badger,2017,,,47,,,,,,,,,,,,
5,Wuparo,Honey Badger,2018,,,53,,,,,,,,,,,,
5,Wuparo,Honey Badger,2019,,,59,,,,,,,,,,,,
5,Wuparo,Honey Badger,2020,,,75,,,,,,,,,,,,
5,Wuparo,Honey Badger,2021,,,67,,,,,,,,,,,,
5,Wuparo,Honey Badger,2022,,,46,,,,,,,,,,,,
5,Wuparo,Honey Badger,2023,,,61,,,,,,,,,,,,
5,Wuparo,Impala,1999,,,36,,,,,,,,,,,,
5,Wuparo,Impala,2000,,,36,,,,,,,,,,,,
5,Wuparo,Impala,2001,,,18,,,,,,,,,,,,
5,Wuparo,Impala,2002,,,18,,,,,,,,,,,,
5,Wuparo,Impala,2003,,,54,,,,,,,,,,,,
5,Wuparo,Impala,2004,,,54,,,,,,,,,,,,
5,Wuparo,Impala,2006,,,64,,,,,,,,,,,,
5,Wuparo,Impala,2007,,,59,,,,,,,,,,,,
5,Wuparo,Impala,2008,,,53,,,,,,,,,,,,
5,Wuparo,Impala,2009,,,59,,,,,,,,,,,,
5,Wuparo,Impala,2010,,,40,,,,,,,,,,,,
5,Wuparo,Impala,2011,2,1,60,3.3,,,,,,,,,,,
5,Wuparo,Impala,2012,2,1,43,4.7,,,,,,,,,,,
5,Wuparo,Impala,2013,,,59,,,,,,,,,,,,
5,Wuparo,Impala,2014,9,2,57,15.7,,,,,,,,,,,
5,Wuparo,Impala,2015,,,28,,,,,,,,,,,,
5,Wuparo,Impala,2016,,,47,,,,,,,,,,,,
5,Wuparo,Impala,2017,,,47,,,,,,,,,,,,
5,Wuparo,Impala,2018,,,53,,,,,,,,,,,,
5,Wuparo,Impala,2019,,,59,,,,,,,,,,,,
5,Wuparo,Impala,2020,49,5,75,65.3,,,,,,,,,,,
5,Wuparo,Impala,2021,,,67,,,,,,,,,,,,
5,Wuparo,Impala,2022,,,46,,,,,,,,,,,,
5,Wuparo,Impala,2023,195,10,61,320.7,,,,,,,,,,,
5,Wuparo,"Impala, Black-faced",1999,,,36,,,,,,,,,,,,
5,Wuparo,"Impala, Black-faced",2000,,,36,,,,,,,,,,,,
5,Wuparo,"Impala, Black-faced",2001,,,18,,,,,,,,,,,,
5,Wuparo,"Impala, Black-faced",2002,,,18,,,,,,,,,,,,
5,Wuparo,"Impala, Black-faced",2003,,,54,,,,,,,,,,,,
5,Wuparo,"Impala, Black-faced",2004,,,54,,,,,,,,,,,,
5,Wuparo,"Impala, Black-faced",2006,,,64,,,,,,,,,,,,
5,Wuparo,"Impala, Black-faced",2007,,,59,,,,,,,,,,,,
5,Wuparo,"Impala, Black-faced",2008,,,53,,,,,,,,,,,,
5,Wuparo,"Impala, Black-faced",2009,,,59,,,,,,,,,,,,
5,Wuparo,"Impala, Black-faced",2010,,,40,,,,,,,,,,,,
5,Wuparo,"Impala, Black-faced",2011,,,60,,,,,,,,,,,,
5,Wuparo,"Impala, Black-faced",2012,,,43,,,,,,,,,,,,
5,Wuparo,"Impala, Black-faced",2013,,,59,,,,,,,,,,,,
5,Wuparo,"Impala, Black-faced",2014,,,57,,,,,,,,,,,,
5,Wuparo,"Impala, Black-faced",2015,,,28,,,,,,,,,,,,
5,Wuparo,"Impala, Black-faced",2016,,,47,,,,,,,,,,,,
5,Wuparo,"Impala, Black-faced",2017,,,47,,,,,,,,,,,,
5,Wuparo,"Impala, Black-faced",2018,,,53,,,,,,,,,,,,
5,Wuparo,"Impala, Black-faced",2019,,,59,,,,,,,,,,,,
5,Wuparo,"Impala, Black-faced",2020,,,75,,,,,,,,,,,,
5,Wuparo,"Impala, Black-faced",2021,,,67,,,,,,,,,,,,
5,Wuparo,"Impala, Black-faced",2022,,,46,,,,,,,,,,,,
5,Wuparo,"Impala, Black-faced",2023,,,61,,,,,,,,,,,,
5,Wuparo,"Jackal, Black-backed",1999,,,36,,,,,,,,,,,,
5,Wuparo,"Jackal, Black-backed",2000,,,36,,,,,,,,,,,,
5,Wuparo,"Jackal, Black-backed",2001,,,18,,,,,,,,,,,,
5,Wuparo,"Jackal, Black-backed",2002,,,18,,,,,,,,,,,,
5,Wuparo,"Jackal, Black-backed",2003,,,54,,,,,,,,,,,,
5,Wuparo,"Jackal, Black-backed",2004,,,54,,,,,,,,,,,,
5,Wuparo,"Jackal, Black-backed",2006,1,1,64,1.6,,,,,,,,,,,
5,Wuparo,"Jackal, Black-backed",2007,,,59,,,,,,,,,,,,
5,Wuparo,"Jackal, Black-backed",2008,,,53,,,,,,,,,,,,
5,Wuparo,"Jackal, Black-backed",2009,,,59,,,,,,,,,,,,
5,Wuparo,"Jackal, Black-backed",2010,,,40,,,,,,,,,,,,
5,Wuparo,"Jackal, Black-backed",2011,,,60,,,,,,,,,,,,
5,Wuparo,"Jackal, Black-backed",2012,,,43,,,,,,,,,,,,
5,Wuparo,"Jackal, Black-backed",2013,,,59,,,,,,,,,,,,
5,Wuparo,"Jackal, Black-backed",2014,,,57,,,,,,,,,,,,
5,Wuparo,"Jackal, Black-backed",2015,,,28,,,,,,,,,,,,
5,Wuparo,"Jackal, Black-backed",2016,,,47,,,,,,,,,,,,
5,Wuparo,"Jackal, Black-backed",2017,,,47,,,,,,,,,,,,
5,Wuparo,"Jackal, Black-backed",2018,,,53,,,,,,,,,,,,
5,Wuparo,"Jackal, Black-backed",2019,,,59,,,,,,,,,,,,
5,Wuparo,"Jackal, Black-backed",2020,,,75,,,,,,,,,,,,
5,Wuparo,"Jackal, Black-backed",2021,1,1,67,1.5,,,,,,,,,,,
5,Wuparo,"Jackal, Black-backed",2022,,,46,,,,,,,,,,,,
5,Wuparo,"Jackal, Black-backed",2023,,,61,,,,,,,,,,,,
5,Wuparo,"Jackal, Side-striped",1999,,,36,,,,,,,,,,,,
5,Wuparo,"Jackal, Side-striped",2000,,,36,,,,,,,,,,,,
5,Wuparo,"Jackal, Side-striped",2001,,,18,,,,,,,,,,,,
5,Wuparo,"Jackal, Side-striped",2002,,,18,,,,,,,,,,,,
5,Wuparo,"Jackal, Side-striped",2003,,,54,,,,,,,,,,,,
5,Wuparo,"Jackal, Side-striped",2004,,,54,,,,,,,,,,,,
5,Wuparo,"Jackal, Side-striped",2006,,,64,,,,,,,,,,,,
5,Wuparo,"Jackal, Side-striped",2007,,,59,,,,,,,,,,,,
5,Wuparo,"Jackal, Side-striped",2008,,,53,,,,,,,,,,,,
5,Wuparo,"Jackal, Side-striped",2009,,,59,,,,,,,,,,,,
5,Wuparo,"Jackal, Side-striped",2010,,,40,,,,,,,,,,,,
5,Wuparo,"Jackal, Side-striped",2011,,,60,,,,,,,,,,,,
5,Wuparo,"Jackal, Side-striped",2012,,,43,,,,,,,,,,,,
5,Wuparo,"Jackal, Side-striped",2013,,,59,,,,,,,,,,,,
5,Wuparo,"Jackal, Side-striped",2014,,,57,,,,,,,,,,,,
5,Wuparo,"Jackal, Side-striped",2015,,,28,,,,,,,,,,,,
5,Wuparo,"Jackal, Side-striped",2016,,,47,,,,,,,,,,,,
5,Wuparo,"Jackal, Side-striped",2017,,,47,,,,,,,,,,,,
5,Wuparo,"Jackal, Side-striped",2018,,,53,,,,,,,,,,,,
5,Wuparo,"Jackal, Side-striped",2019,,,59,,,,,,,,,,,,
5,Wuparo,"Jackal, Side-striped",2020,,,75,,,,,,,,,,,,
5,Wuparo,"Jackal, Side-striped",2021,,,67,,,,,,,,,,,,
5,Wuparo,"Jackal, Side-striped",2022,,,46,,,,,,,,,,,,
5,Wuparo,"Jackal, Side-striped",2023,,,61,,,,,,,,,,,,
5,Wuparo,Kudu,1999,,,36,,,,,,,,,,,,
5,Wuparo,Kudu,2000,,,36,,,,,,,,,,,,
5,Wuparo,Kudu,2001,,,18,,,,,,,,,,,,
5,Wuparo,Kudu,2002,,,18,,,,,,,,,,,,
5,Wuparo,Kudu,2003,,,54,,,,,,,,,,,,
5,Wuparo,Kudu,2004,,,54,,,,,,,,,,,,
5,Wuparo,Kudu,2006,,,64,,,,,,,,,,,,
5,Wuparo,Kudu,2007,3,1,59,5.1,,,,,,,,,,,
5,Wuparo,Kudu,2008,3,1,53,5.7,,,,,,,,,,,
5,Wuparo,Kudu,2009,,,59,,,,,,,,,,,,
5,Wuparo,Kudu,2010,,,40,,,,,,,,,,,,
5,Wuparo,Kudu,2011,3,1,60,5,,,,,,,,,,,
5,Wuparo,Kudu,2012,,,43,,,,,,,,,,,,
5,Wuparo,Kudu,2013,,,59,,,,,,,,,,,,
5,Wuparo,Kudu,2014,4,1,57,7,,,,,,,,,,,
5,Wuparo,Kudu,2015,,,28,,,,,,,,,,,,
5,Wuparo,Kudu,2016,,,47,,,,,,,,,,,,
5,Wuparo,Kudu,2017,,,47,,,,,,,,,,,,
5,Wuparo,Kudu,2018,9,3,53,17,,,,,,,,,,,
5,Wuparo,Kudu,2019,,,59,,,,,,,,,,,,
5,Wuparo,Kudu,2020,,,75,,,,,,,,,,,,
5,Wuparo,Kudu,2021,,,67,,,,,,,,,,,,
5,Wuparo,Kudu,2022,,,46,,,,,,,,,,,,
5,Wuparo,Kudu,2023,11,2,61,18.1,,,,,,,,,,,
5,Wuparo,Lechwe,1999,,,36,,,,,,,,,,,,
5,Wuparo,Lechwe,2000,,,36,,,,,,,,,,,,
5,Wuparo,Lechwe,2001,,,18,,,,,,,,,,,,
5,Wuparo,Lechwe,2002,,,18,,,,,,,,,,,,
5,Wuparo,Lechwe,2003,,,54,,,,,,,,,,,,
5,Wuparo,Lechwe,2004,,,54,,,,,,,,,,,,
5,Wuparo,Lechwe,2006,,,64,,,,,,,,,,,,
5,Wuparo,Lechwe,2007,,,59,,,,,,,,,,,,
5,Wuparo,Lechwe,2008,,,53,,,,,,,,,,,,
5,Wuparo,Lechwe,2009,,,59,,,,,,,,,,,,
5,Wuparo,Lechwe,2010,,,40,,,,,,,,,,,,
5,Wuparo,Lechwe,2011,,,60,,,,,,,,,,,,
5,Wuparo,Lechwe,2012,,,43,,,,,,,,,,,,
5,Wuparo,Lechwe,2013,,,59,,,,,,,,,,,,
5,Wuparo,Lechwe,2014,,,57,,,,,,,,,,,,
5,Wuparo,Lechwe,2015,,,28,,,,,,,,,,,,
5,Wuparo,Lechwe,2016,,,47,,,,,,,,,,,,
5,Wuparo,Lechwe,2017,,,47,,,,,,,,,,,,
5,Wuparo,Lechwe,2018,,,53,,,,,,,,,,,,
5,Wuparo,Lechwe,2019,,,59,,,,,,,,,,,,
5,Wuparo,Lechwe,2020,,,75,,,,,,,,,,,,
5,Wuparo,Lechwe,2021,,,67,,,,,,,,,,,,
5,Wuparo,Lechwe,2022,,,46,,,,,,,,,,,,
5,Wuparo,Lechwe,2023,,,61,,,,,,,,,,,,
5,Wuparo,Leopard,1999,,,36,,,,,,,,,,,,
5,Wuparo,Leopard,2000,,,36,,,,,,,,,,,,
5,Wuparo,Leopard,2001,,,18,,,,,,,,,,,,
5,Wuparo,Leopard,2002,,,18,,,,,,,,,,,,
5,Wuparo,Leopard,2003,,,54,,,,,,,,,,,,
5,Wuparo,Leopard,2004,,,54,,,,,,,,,,,,
5,Wuparo,Leopard,2006,,,64,,,,,,,,,,,,
5,Wuparo,Leopard,2007,,,59,,,,,,,,,,,,
5,Wuparo,Leopard,2008,,,53,,,,,,,,,,,,
5,Wuparo,Leopard,2009,,,59,,,,,,,,,,,,
5,Wuparo,Leopard,2010,,,40,,,,,,,,,,,,
5,Wuparo,Leopard,2011,,,60,,,,,,,,,,,,
5,Wuparo,Leopard,2012,,,43,,,,,,,,,,,,
5,Wuparo,Leopard,2013,,,59,,,,,,,,,,,,
5,Wuparo,Leopard,2014,,,57,,,,,,,,,,,,
5,Wuparo,Leopard,2015,,,28,,,,,,,,,,,,
5,Wuparo,Leopard,2016,,,47,,,,,,,,,,,,
5,Wuparo,Leopard,2017,,,47,,,,,,,,,,,,
5,Wuparo,Leopard,2018,,,53,,,,,,,,,,,,
5,Wuparo,Leopard,2019,,,59,,,,,,,,,,,,
5,Wuparo,Leopard,2020,,,75,,,,,,,,,,,,
5,Wuparo,Leopard,2021,,,67,,,,,,,,,,,,
5,Wuparo,Leopard,2022,,,46,,,,,,,,,,,,
5,Wuparo,Leopard,2023,,,61,,,,,,,,,,,,
5,Wuparo,Lion,1999,,,36,,,,,,,,,,,,
5,Wuparo,Lion,2000,,,36,,,,,,,,,,,,
5,Wuparo,Lion,2001,,,18,,,,,,,,,,,,
5,Wuparo,Lion,2002,,,18,,,,,,,,,,,,
5,Wuparo,Lion,2003,,,54,,,,,,,,,,,,
5,Wuparo,Lion,2004,,,54,,,,,,,,,,,,
5,Wuparo,Lion,2006,,,64,,,,,,,,,,,,
5,Wuparo,Lion,2007,,,59,,,,,,,,,,,,
5,Wuparo,Lion,2008,,,53,,,,,,,,,,,,
5,Wuparo,Lion,2009,,,59,,,,,,,,,,,,
5,Wuparo,Lion,2010,,,40,,,,,,,,,,,,
5,Wuparo,Lion,2011,,,60,,,,,,,,,,,,
5,Wuparo,Lion,2012,,,43,,,,,,,,,,,,
5,Wuparo,Lion,2013,,,59,,,,,,,,,,,,
5,Wuparo,Lion,2014,,,57,,,,,,,,,,,,
5,Wuparo,Lion,2015,,,28,,,,,,,,,,,,
5,Wuparo,Lion,2016,,,47,,,,,,,,,,,,
5,Wuparo,Lion,2017,,,47,,,,,,,,,,,,
5,Wuparo,Lion,2018,,,53,,,,,,,,,,,,
5,Wuparo,Lion,2019,,,59,,,,,,,,,,,,
5,Wuparo,Lion,2020,,,75,,,,,,,,,,,,
5,Wuparo,Lion,2021,,,67,,,,,,,,,,,,
5,Wuparo,Lion,2022,,,46,,,,,,,,,,,,
5,Wuparo,Lion,2023,,,61,,,,,,,,,,,,
5,Wuparo,Ostrich,1999,,,36,,,,,,,,,,,,
5,Wuparo,Ostrich,2000,,,36,,,,,,,,,,,,
5,Wuparo,Ostrich,2001,,,18,,,,,,,,,,,,
5,Wuparo,Ostrich,2002,,,18,,,,,,,,,,,,
5,Wuparo,Ostrich,2003,,,54,,,,,,,,,,,,
5,Wuparo,Ostrich,2004,,,54,,,,,,,,,,,,
5,Wuparo,Ostrich,2006,,,64,,,,,,,,,,,,
5,Wuparo,Ostrich,2007,,,59,,,,,,,,,,,,
5,Wuparo,Ostrich,2008,,,53,,,,,,,,,,,,
5,Wuparo,Ostrich,2009,,,59,,,,,,,,,,,,
5,Wuparo,Ostrich,2010,,,40,,,,,,,,,,,,
5,Wuparo,Ostrich,2011,,,60,,,,,,,,,,,,
5,Wuparo,Ostrich,2012,,,43,,,,,,,,,,,,
5,Wuparo,Ostrich,2013,,,59,,,,,,,,,,,,
5,Wuparo,Ostrich,2014,,,57,,,,,,,,,,,,
5,Wuparo,Ostrich,2015,,,28,,,,,,,,,,,,
5,Wuparo,Ostrich,2016,,,47,,,,,,,,,,,,
5,Wuparo,Ostrich,2017,,,47,,,,,,,,,,,,
5,Wuparo,Ostrich,2018,,,53,,,,,,,,,,,,
5,Wuparo,Ostrich,2019,,,59,,,,,,,,,,,,
5,Wuparo,Ostrich,2020,,,75,,,,,,,,,,,,
5,Wuparo,Ostrich,2021,,,67,,,,,,,,,,,,
5,Wuparo,Ostrich,2022,,,46,,,,,,,,,,,,
5,Wuparo,Ostrich,2023,,,61,,,,,,,,,,,,
5,Wuparo,Porcupine,1999,,,36,,,,,,,,,,,,
