ID_Location,Name,Species,Year,Animals Sighted,Groups Sighted,Transect Length (km),Num per 100km,,,,,,,,,,,
2,Salambala,African Wildcat,1998,,,65,,,,,,,,,,,,
2,Salambala,African Wildcat,1999,,,171,,,,,,,,,,,,
2,Salambala,African Wildcat,2000,,,104,,,,,,,,,,,,
2,Salambala,African Wildcat,2001,,,86,,,,,,,,,,,,
2,Salambala,African Wildcat,2003,,,86,,,,,,,,,,,,
2,Salambala,African Wildcat,2006,,,52,,,,,,,,,,,,
2,Salambala,African Wildcat,2007,,,100,,,,,,,,,,,,
2,Salambala,African Wildcat,2008,,,188,,,,,,,,,,,,
2,Salambala,African Wildcat,2009,,,173,,,,,,,,,,,,
2,Salambala,African Wildcat,2010,,,197,,,,,,,,,,,,
2,Salambala,African Wildcat,2011,,,214,,,,,,,,,,,,
2,Salambala,African Wildcat,2012,,,202,,,,,,,,,,,,
2,Salambala,African Wildcat,2013,,,218,,,,,,,,,,,,
2,Salambala,African Wildcat,2014,,,199,,,,,,,,,,,,
2,Salambala,African Wildcat,2015,,,215,,,,,,,,,,,,
2,Salambala,African Wildcat,2016,,,216,,,,,,,,,,,,
2,Salambala,African Wildcat,2017,,,216,,,,,,,,,,,,
2,Salambala,African Wildcat,2018,,,217,,,,,,,,,,,,
2,Salambala,African Wildcat,2019,,,217,,,,,,,,,,,,
2,Salambala,African Wildcat,2020,,,200,,,,,,,,,,,,
2,Salambala,African Wildcat,2021,,,208,,,,,,,,,,,,
2,Salambala,African Wildcat,2022,,,208,,,,,,,,,,,,
2,Salambala,African Wildcat,2023,,,190,,,,,,,,,,,,
2,Salambala,Baboon,1998,,,65,,,,,,,,,,,,
2,Salambala,Baboon,1999,,,171,,,,,,,,,,,,
2,Salambala,Baboon,2000,,,104,,,,,,,,,,,,
2,Salambala,Baboon,2001,,,86,,,,,,,,,,,,
2,Salambala,Baboon,2003,,,86,,,,,,,,,,,,
2,Salambala,Baboon,2006,,,52,,,,,,,,,,,,
2,Salambala,Baboon,2007,,,100,,,,,,,,,,,,
2,Salambala,Baboon,2008,,,188,,,,,,,,,,,,
2,Salambala,Baboon,2009,,,173,,,,,,,,,,,,
2,Salambala,Baboon,2010,,,197,,,,,,,,,,,,
2,Salambala,Baboon,2011,,,214,,,,,,,,,,,,
2,Salambala,Baboon,2012,44,2,202,21.8,,,,,,,,,,,
2,Salambala,Baboon,2013,8,1,218,3.7,,,,,,,,,,,
2,Salambala,Baboon,2014,50,1,199,25.1,,,,,,,,,,,
2,Salambala,Baboon,2015,,,215,,,,,,,,,,,,
2,Salambala,Baboon,2016,,,216,,,,,,,,,,,,
2,Salambala,Baboon,2017,14,1,216,6.5,,,,,,,,,,,
2,Salambala,Baboon,2018,,,217,,,,,,,,,,,,
2,Salambala,Baboon,2019,12,1,217,5.5,,,,,,,,,,,
2,Salambala,Baboon,2020,,,200,,,,,,,,,,,,
2,Salambala,Baboon,2021,,,208,,,,,,,,,,,,
2,Salambala,Baboon,2022,,,208,,,,,,,,,,,,
2,Salambala,Baboon,2023,,,190,,,,,,,,,,,,
2,Salambala,Bat-eared Fox,1998,,,65,,,,,,,,,,,,
2,Salambala,Bat-eared Fox,1999,,,171,,,,,,,,,,,,
2,Salambala,Bat-eared Fox,2000,,,104,,,,,,,,,,,,
2,Salambala,Bat-eared Fox,2001,,,86,,,,,,,,,,,,
2,Salambala,Bat-eared Fox,2003,,,86,,,,,,,,,,,,
2,Salambala,Bat-eared Fox,2006,,,52,,,,,,,,,,,,
2,Salambala,Bat-eared Fox,2007,,,100,,,,,,,,,,,,
2,Salambala,Bat-eared Fox,2008,,,188,,,,,,,,,,,,
2,Salambala,Bat-eared Fox,2009,,,173,,,,,,,,,,,,
2,Salambala,Bat-eared Fox,2010,,,197,,,,,,,,,,,,
2,Salambala,Bat-eared Fox,2011,,,214,,,,,,,,,,,,
2,Salambala,Bat-eared Fox,2012,,,202,,,,,,,,,,,,
2,Salambala,Bat-eared Fox,2013,,,218,,,,,,,,,,,,
2,Salambala,Bat-eared Fox,2014,,,199,,,,,,,,,,,,
2,Salambala,Bat-eared Fox,2015,,,215,,,,,,,,,,,,
2,Salambala,Bat-eared Fox,2016,,,216,,,,,,,,,,,,
2,Salambala,Bat-eared Fox,2017,,,216,,,,,,,,,,,,
2,Salambala,Bat-eared Fox,2018,,,217,,,,,,,,,,,,
2,Salambala,Bat-eared Fox,2019,,,217,,,,,,,,,,,,
2,Salambala,Bat-eared Fox,2020,,,200,,,,,,,,,,,,
2,Salambala,Bat-eared Fox,2021,,,208,,,,,,,,,,,,
2,Salambala,Bat-eared Fox,2022,,,208,,,,,,,,,,,,
2,Salambala,Bat-eared Fox,2023,,,190,,,,,,,,,,,,
2,Salambala,Buffalo,1998,,,65,,,,,,,,,,,,
2,Salambala,Buffalo,1999,,,171,,,,,,,,,,,,
2,Salambala,Buffalo,2000,,,104,,,,,,,,,,,,
2,Salambala,Buffalo,2001,,,86,,,,,,,,,,,,
2,Salambala,Buffalo,2003,,,86,,,,,,,,,,,,
2,Salambala,Buffalo,2006,,,52,,,,,,,,,,,,
2,Salambala,Buffalo,2007,,,100,,,,,,,,,,,,
2,Salambala,Buffalo,2008,,,188,,,,,,,,,,,,
2,Salambala,Buffalo,2009,,,173,,,,,,,,,,,,
2,Salambala,Buffalo,2010,,,197,,,,,,,,,,,,
2,Salambala,Buffalo,2011,,,214,,,,,,,,,,,,
2,Salambala,Buffalo,2012,,,202,,,,,,,,,,,,
2,Salambala,Buffalo,2013,,,218,,,,,,,,,,,,
2,Salambala,Buffalo,2014,,,199,,,,,,,,,,,,
2,Salambala,Buffalo,2015,,,215,,,,,,,,,,,,
2,Salambala,Buffalo,2016,,,216,,,,,,,,,,,,
2,Salambala,Buffalo,2017,,,216,,,,,,,,,,,,
2,Salambala,Buffalo,2018,,,217,,,,,,,,,,,,
2,Salambala,Buffalo,2019,2,1,217,0.9,,,,,,,,,,,
2,Salambala,Buffalo,2020,,,200,,,,,,,,,,,,
2,Salambala,Buffalo,2021,,,208,,,,,,,,,,,,
2,Salambala,Buffalo,2022,,,208,,,,,,,,,,,,
2,Salambala,Buffalo,2023,,,190,,,,,,,,,,,,
2,Salambala,Burchell's Zebra,1998,,,65,,,,,,,,,,,,
2,Salambala,Burchell's Zebra,1999,,,171,,,,,,,,,,,,
2,Salambala,Burchell's Zebra,2000,,,104,,,,,,,,,,,,
2,Salambala,Burchell's Zebra,2001,,,86,,,,,,,,,,,,
2,Salambala,Burchell's Zebra,2003,,,86,,,,,,,,,,,,
2,Salambala,Burchell's Zebra,2006,,,52,,,,,,,,,,,,
2,Salambala,Burchell's Zebra,2007,244,2,100,243.3,,,,,,,,,,,
2,Salambala,Burchell's Zebra,2008,350,4,188,185.8,,,,,,,,,,,
2,Salambala,Burchell's Zebra,2009,723,6,173,417.9,,,,,,,,,,,
2,Salambala,Burchell's Zebra,2010,407,5,197,206.6,,,,,,,,,,,
2,Salambala,Burchell's Zebra,2011,1209,3,214,564,,,,,,,,,,,
2,Salambala,Burchell's Zebra,2012,650,9,202,321.8,,,,,,,,,,,
2,Salambala,Burchell's Zebra,2013,2219,3,218,1019.3,,,,,,,,,,,
2,Salambala,Burchell's Zebra,2014,2501,8,199,1256.8,,,,,,,,,,,
2,Salambala,Burchell's Zebra,2015,916,8,215,426,,,,,,,,,,,
2,Salambala,Burchell's Zebra,2016,338,5,216,156.5,,,,,,,,,,,
2,Salambala,Burchell's Zebra,2017,1968,9,216,911.1,,,,,,,,,,,
2,Salambala,Burchell's Zebra,2018,507,9,217,233.6,,,,,,,,,,,
2,Salambala,Burchell's Zebra,2019,165,4,217,76.1,,,,,,,,,,,
2,Salambala,Burchell's Zebra,2020,284,5,200,142,,,,,,,,,,,
2,Salambala,Burchell's Zebra,2021,647,5,208,311.1,,,,,,,,,,,
2,Salambala,Burchell's Zebra,2022,,,208,,,,,,,,,,,,
2,Salambala,Burchell's Zebra,2023,148,2,190,78.1,,,,,,,,,,,
2,Salambala,Bushbuck,1998,,,65,,,,,,,,,,,,
2,Salambala,Bushbuck,1999,,,171,,,,,,,,,,,,
2,Salambala,Bushbuck,2000,,,104,,,,,,,,,,,,
2,Salambala,Bushbuck,2001,,,86,,,,,,,,,,,,
2,Salambala,Bushbuck,2003,,,86,,,,,,,,,,,,
2,Salambala,Bushbuck,2006,,,52,,,,,,,,,,,,
2,Salambala,Bushbuck,2007,,,100,,,,,,,,,,,,
2,Salambala,Bushbuck,2008,,,188,,,,,,,,,,,,
2,Salambala,Bushbuck,2009,,,173,,,,,,,,,,,,
2,Salambala,Bushbuck,2010,,,197,,,,,,,,,,,,
2,Salambala,Bushbuck,2011,,,214,,,,,,,,,,,,
2,Salambala,Bushbuck,2012,,,202,,,,,,,,,,,,
2,Salambala,Bushbuck,2013,,,218,,,,,,,,,,,,
2,Salambala,Bushbuck,2014,,,199,,,,,,,,,,,,
2,Salambala,Bushbuck,2015,,,215,,,,,,,,,,,,
2,Salambala,Bushbuck,2016,,,216,,,,,,,,,,,,
2,Salambala,Bushbuck,2017,,,216,,,,,,,,,,,,
2,Salambala,Bushbuck,2018,,,217,,,,,,,,,,,,
2,Salambala,Bushbuck,2019,,,217,,,,,,,,,,,,
2,Salambala,Bushbuck,2020,,,200,,,,,,,,,,,,
2,Salambala,Bushbuck,2021,,,208,,,,,,,,,,,,
2,Salambala,Bushbuck,2022,,,208,,,,,,,,,,,,
2,Salambala,Bushbuck,2023,,,190,,,,,,,,,,,,
2,Salambala,Bushpig,1998,,,65,,,,,,,,,,,,
2,Salambala,Bushpig,1999,,,171,,,,,,,,,,,,
2,Salambala,Bushpig,2000,,,104,,,,,,,,,,,,
2,Salambala,Bushpig,2001,,,86,,,,,,,,,,,,
2,Salambala,Bushpig,2003,,,86,,,,,,,,,,,,
2,Salambala,Bushpig,2006,,,52,,,,,,,,,,,,
2,Salambala,Bushpig,2007,,,100,,,,,,,,,,,,
2,Salambala,Bushpig,2008,,,188,,,,,,,,,,,,
2,Salambala,Bushpig,2009,1,1,173,0.6,,,,,,,,,,,
2,Salambala,Bushpig,2010,,,197,,,,,,,,,,,,
2,Salambala,Bushpig,2011,,,214,,,,,,,,,,,,
2,Salambala,Bushpig,2012,,,202,,,,,,,,,,,,
2,Salambala,Bushpig,2013,,,218,,,,,,,,,,,,
2,Salambala,Bushpig,2014,,,199,,,,,,,,,,,,
2,Salambala,Bushpig,2015,,,215,,,,,,,,,,,,
2,Salambala,Bushpig,2016,,,216,,,,,,,,,,,,
2,Salambala,Bushpig,2017,,,216,,,,,,,,,,,,
2,Salambala,Bushpig,2018,,,217,,,,,,,,,,,,
2,Salambala,Bushpig,2019,,,217,,,,,,,,,,,,
2,Salambala,Bushpig,2020,,,200,,,,,,,,,,,,
2,Salambala,Bushpig,2021,,,208,,,,,,,,,,,,
2,Salambala,Bushpig,2022,,,208,,,,,,,,,,,,
2,Salambala,Bushpig,2023,,,190,,,,,,,,,,,,
2,Salambala,Caracal,1998,,,65,,,,,,,,,,,,
2,Salambala,Caracal,1999,,,171,,,,,,,,,,,,
2,Salambala,Caracal,2000,,,104,,,,,,,,,,,,
2,Salambala,Caracal,2001,,,86,,,,,,,,,,,,
2,Salambala,Caracal,2003,,,86,,,,,,,,,,,,
2,Salambala,Caracal,2006,,,52,,,,,,,,,,,,
2,Salambala,Caracal,2007,,,100,,,,,,,,,,,,
2,Salambala,Caracal,2008,,,188,,,,,,,,,,,,
2,Salambala,Caracal,2009,,,173,,,,,,,,,,,,
2,Salambala,Caracal,2010,,,197,,,,,,,,,,,,
2,Salambala,Caracal,2011,,,214,,,,,,,,,,,,
2,Salambala,Caracal,2012,,,202,,,,,,,,,,,,
2,Salambala,Caracal,2013,,,218,,,,,,,,,,,,
2,Salambala,Caracal,2014,,,199,,,,,,,,,,,,
2,Salambala,Caracal,2015,,,215,,,,,,,,,,,,
2,Salambala,Caracal,2016,,,216,,,,,,,,,,,,
2,Salambala,Caracal,2017,,,216,,,,,,,,,,,,
2,Salambala,Caracal,2018,,,217,,,,,,,,,,,,
2,Salambala,Caracal,2019,,,217,,,,,,,,,,,,
2,Salambala,Caracal,2020,,,200,,,,,,,,,,,,
2,Salambala,Caracal,2021,,,208,,,,,,,,,,,,
2,Salambala,Caracal,2022,,,208,,,,,,,,,,,,
2,Salambala,Caracal,2023,,,190,,,,,,,,,,,,
2,Salambala,Cheetah,1998,,,65,,,,,,,,,,,,
2,Salambala,Cheetah,1999,,,171,,,,,,,,,,,,
2,Salambala,Cheetah,2000,,,104,,,,,,,,,,,,
2,Salambala,Cheetah,2001,,,86,,,,,,,,,,,,
2,Salambala,Cheetah,2003,,,86,,,,,,,,,,,,
2,Salambala,Cheetah,2006,,,52,,,,,,,,,,,,
2,Salambala,Cheetah,2007,,,100,,,,,,,,,,,,
2,Salambala,Cheetah,2008,,,188,,,,,,,,,,,,
2,Salambala,Cheetah,2009,,,173,,,,,,,,,,,,
2,Salambala,Cheetah,2010,,,197,,,,,,,,,,,,
2,Salambala,Cheetah,2011,,,214,,,,,,,,,,,,
2,Salambala,Cheetah,2012,,,202,,,,,,,,,,,,
2,Salambala,Cheetah,2013,,,218,,,,,,,,,,,,
2,Salambala,Cheetah,2014,,,199,,,,,,,,,,,,
2,Salambala,Cheetah,2015,,,215,,,,,,,,,,,,
2,Salambala,Cheetah,2016,,,216,,,,,,,,,,,,
2,Salambala,Cheetah,2017,,,216,,,,,,,,,,,,
2,Salambala,Cheetah,2018,,,217,,,,,,,,,,,,
2,Salambala,Cheetah,2019,,,217,,,,,,,,,,,,
2,Salambala,Cheetah,2020,,,200,,,,,,,,,,,,
2,Salambala,Cheetah,2021,,,208,,,,,,,,,,,,
2,Salambala,Cheetah,2022,,,208,,,,,,,,,,,,
2,Salambala,Cheetah,2023,,,190,,,,,,,,,,,,
2,Salambala,Crocodile,1998,,,65,,,,,,,,,,,,
2,Salambala,Crocodile,1999,,,171,,,,,,,,,,,,
2,Salambala,Crocodile,2000,,,104,,,,,,,,,,,,
2,Salambala,Crocodile,2001,,,86,,,,,,,,,,,,
2,Salambala,Crocodile,2003,,,86,,,,,,,,,,,,
2,Salambala,Crocodile,2006,,,52,,,,,,,,,,,,
2,Salambala,Crocodile,2007,,,100,,,,,,,,,,,,
2,Salambala,Crocodile,2008,,,188,,,,,,,,,,,,
2,Salambala,Crocodile,2009,,,173,,,,,,,,,,,,
2,Salambala,Crocodile,2010,,,197,,,,,,,,,,,,
2,Salambala,Crocodile,2011,,,214,,,,,,,,,,,,
2,Salambala,Crocodile,2012,,,202,,,,,,,,,,,,
2,Salambala,Crocodile,2013,,,218,,,,,,,,,,,,
2,Salambala,Crocodile,2014,,,199,,,,,,,,,,,,
2,Salambala,Crocodile,2015,,,215,,,,,,,,,,,,
2,Salambala,Crocodile,2016,,,216,,,,,,,,,,,,
2,Salambala,Crocodile,2017,,,216,,,,,,,,,,,,
2,Salambala,Crocodile,2018,,,217,,,,,,,,,,,,
2,Salambala,Crocodile,2019,,,217,,,,,,,,,,,,
2,Salambala,Crocodile,2020,,,200,,,,,,,,,,,,
2,Salambala,Crocodile,2021,,,208,,,,,,,,,,,,
2,Salambala,Crocodile,2022,,,208,,,,,,,,,,,,
2,Salambala,Crocodile,2023,,,190,,,,,,,,,,,,
2,Salambala,Duiker,1998,1,1,65,1.5,,,,,,,,,,,
2,Salambala,Duiker,1999,2,2,171,1.2,,,,,,,,,,,
2,Salambala,Duiker,2000,1,1,104,1,,,,,,,,,,,
2,Salambala,Duiker,2001,,,86,,,,,,,,,,,,
2,Salambala,Duiker,2003,3,3,86,3.5,,,,,,,,,,,
2,Salambala,Duiker,2006,,,52,,,,,,,,,,,,
2,Salambala,Duiker,2007,3,3,100,3,,,,,,,,,,,
2,Salambala,Duiker,2008,5,5,188,2.7,,,,,,,,,,,
2,Salambala,Duiker,2009,10,10,173,5.8,,,,,,,,,,,
2,Salambala,Duiker,2010,3,2,197,1.5,,,,,,,,,,,
2,Salambala,Duiker,2011,7,5,214,3.3,,,,,,,,,,,
2,Salambala,Duiker,2012,5,5,202,2.5,,,,,,,,,,,
2,Salambala,Duiker,2013,5,4,218,2.3,,,,,,,,,,,
2,Salambala,Duiker,2014,6,6,199,3,,,,,,,,,,,
2,Salambala,Duiker,2015,9,7,215,4.2,,,,,,,,,,,
2,Salambala,Duiker,2016,2,2,216,0.9,,,,,,,,,,,
2,Salambala,Duiker,2017,1,1,216,0.5,,,,,,,,,,,
2,Salambala,Duiker,2018,4,4,217,1.8,,,,,,,,,,,
2,Salambala,Duiker,2019,3,3,217,1.4,,,,,,,,,,,
2,Salambala,Duiker,2020,2,2,200,1,,,,,,,,,,,
2,Salambala,Duiker,2021,12,9,208,5.8,,,,,,,,,,,
2,Salambala,Duiker,2022,,,208,,,,,,,,,,,,
2,Salambala,Duiker,2023,4,3,190,2.1,,,,,,,,,,,
2,Salambala,Eland,1998,,,65,,,,,,,,,,,,
2,Salambala,Eland,1999,,,171,,,,,,,,,,,,
2,Salambala,Eland,2000,,,104,,,,,,,,,,,,
2,Salambala,Eland,2001,,,86,,,,,,,,,,,,
2,Salambala,Eland,2003,,,86,,,,,,,,,,,,
2,Salambala,Eland,2006,,,52,,,,,,,,,,,,
2,Salambala,Eland,2007,,,100,,,,,,,,,,,,
2,Salambala,Eland,2008,,,188,,,,,,,,,,,,
2,Salambala,Eland,2009,,,173,,,,,,,,,,,,
2,Salambala,Eland,2010,,,197,,,,,,,,,,,,
2,Salambala,Eland,2011,,,214,,,,,,,,,,,,
2,Salambala,Eland,2012,5,2,202,2.5,,,,,,,,,,,
2,Salambala,Eland,2013,1,1,218,0.5,,,,,,,,,,,
2,Salambala,Eland,2014,,,199,,,,,,,,,,,,
2,Salambala,Eland,2015,8,1,215,3.7,,,,,,,,,,,
2,Salambala,Eland,2016,20,1,216,9.3,,,,,,,,,,,
2,Salambala,Eland,2017,,,216,,,,,,,,,,,,
2,Salambala,Eland,2018,2,1,217,0.9,,,,,,,,,,,
2,Salambala,Eland,2019,2,1,217,0.9,,,,,,,,,,,
2,Salambala,Eland,2020,1,1,200,0.5,,,,,,,,,,,
2,Salambala,Eland,2021,1,1,208,0.5,,,,,,,,,,,
2,Salambala,Eland,2022,20,2,208,9.6,,,,,,,,,,,
2,Salambala,Eland,2023,26,3,190,13.7,,,,,,,,,,,
2,Salambala,Elephant,1998,,,65,,,,,,,,,,,,
2,Salambala,Elephant,1999,,,171,,,,,,,,,,,,
2,Salambala,Elephant,2000,,,104,,,,,,,,,,,,
2,Salambala,Elephant,2001,,,86,,,,,,,,,,,,
2,Salambala,Elephant,2003,,,86,,,,,,,,,,,,
2,Salambala,Elephant,2006,,,52,,,,,,,,,,,,
2,Salambala,Elephant,2007,,,100,,,,,,,,,,,,
2,Salambala,Elephant,2008,20,1,188,10.6,,,,,,,,,,,
2,Salambala,Elephant,2009,,,173,,,,,,,,,,,,
2,Salambala,Elephant,2010,,,197,,,,,,,,,,,,
2,Salambala,Elephant,2011,5,2,214,2.3,,,,,,,,,,,
2,Salambala,Elephant,2012,25,3,202,12.4,,,,,,,,,,,
2,Salambala,Elephant,2013,68,3,218,31.2,,,,,,,,,,,
2,Salambala,Elephant,2014,,,199,,,,,,,,,,,,
2,Salambala,Elephant,2015,2,1,215,0.9,,,,,,,,,,,
2,Salambala,Elephant,2016,57,2,216,26.4,,,,,,,,,,,
2,Salambala,Elephant,2017,12,2,216,5.6,,,,,,,,,,,
2,Salambala,Elephant,2018,,,217,,,,,,,,,,,,
2,Salambala,Elephant,2019,4,1,217,1.8,,,,,,,,,,,
2,Salambala,Elephant,2020,109,3,200,54.5,,,,,,,,,,,
2,Salambala,Elephant,2021,,,208,,,,,,,,,,,,
2,Salambala,Elephant,2022,7,1,208,3.4,,,,,,,,,,,
2,Salambala,Elephant,2023,31,2,190,16.4,,,,,,,,,,,
2,Salambala,Gemsbok,1998,,,65,,,,,,,,,,,,
2,Salambala,Gemsbok,1999,,,171,,,,,,,,,,,,
2,Salambala,Gemsbok,2000,,,104,,,,,,,,,,,,
2,Salambala,Gemsbok,2001,,,86,,,,,,,,,,,,
2,Salambala,Gemsbok,2003,,,86,,,,,,,,,,,,
2,Salambala,Gemsbok,2006,,,52,,,,,,,,,,,,
2,Salambala,Gemsbok,2007,,,100,,,,,,,,,,,,
2,Salambala,Gemsbok,2008,,,188,,,,,,,,,,,,
2,Salambala,Gemsbok,2009,,,173,,,,,,,,,,,,
2,Salambala,Gemsbok,2010,,,197,,,,,,,,,,,,
2,Salambala,Gemsbok,2011,,,214,,,,,,,,,,,,
2,Salambala,Gemsbok,2012,,,202,,,,,,,,,,,,
2,Salambala,Gemsbok,2013,,,218,,,,,,,,,,,,
2,Salambala,Gemsbok,2014,,,199,,,,,,,,,,,,
2,Salambala,Gemsbok,2015,,,215,,,,,,,,,,,,
2,Salambala,Gemsbok,2016,,,216,,,,,,,,,,,,
2,Salambala,Gemsbok,2017,,,216,,,,,,,,,,,,
2,Salambala,Gemsbok,2018,,,217,,,,,,,,,,,,
2,Salambala,Gemsbok,2019,,,217,,,,,,,,,,,,
2,Salambala,Gemsbok,2020,,,200,,,,,,,,,,,,
2,Salambala,Gemsbok,2021,,,208,,,,,,,,,,,,
2,Salambala,Gemsbok,2022,,,208,,,,,,,,,,,,
2,Salambala,Gemsbok,2023,,,190,,,,,,,,,,,,
2,Salambala,Giraffe,1998,,,65,,,,,,,,,,,,
2,Salambala,Giraffe,1999,,,171,,,,,,,,,,,,
2,Salambala,Giraffe,2000,,,104,,,,,,,,,,,,
2,Salambala,Giraffe,2001,,,86,,,,,,,,,,,,
2,Salambala,Giraffe,2003,,,86,,,,,,,,,,,,
2,Salambala,Giraffe,2006,,,52,,,,,,,,,,,,
2,Salambala,Giraffe,2007,,,100,,,,,,,,,,,,
2,Salambala,Giraffe,2008,5,2,188,2.7,,,,,,,,,,,
2,Salambala,Giraffe,2009,,,173,,,,,,,,,,,,
2,Salambala,Giraffe,2010,1,1,197,0.5,,,,,,,,,,,
2,Salambala,Giraffe,2011,,,214,,,,,,,,,,,,
2,Salambala,Giraffe,2012,7,1,202,3.5,,,,,,,,,,,
2,Salambala,Giraffe,2013,3,2,218,1.4,,,,,,,,,,,
2,Salambala,Giraffe,2014,,,199,,,,,,,,,,,,
2,Salambala,Giraffe,2015,18,5,215,8.4,,,,,,,,,,,
2,Salambala,Giraffe,2016,12,5,216,5.6,,,,,,,,,,,
2,Salambala,Giraffe,2017,3,1,216,1.4,,,,,,,,,,,
2,Salambala,Giraffe,2018,8,4,217,3.7,,,,,,,,,,,
2,Salambala,Giraffe,2019,14,4,217,6.5,,,,,,,,,,,
2,Salambala,Giraffe,2020,2,1,200,1,,,,,,,,,,,
2,Salambala,Giraffe,2021,10,3,208,4.8,,,,,,,,,,,
2,Salambala,Giraffe,2022,14,4,208,6.7,,,,,,,,,,,
2,Salambala,Giraffe,2023,4,1,190,2.1,,,,,,,,,,,
2,Salambala,Hartebeest,1998,,,65,,,,,,,,,,,,
2,Salambala,Hartebeest,1999,,,171,,,,,,,,,,,,
2,Salambala,Hartebeest,2000,,,104,,,,,,,,,,,,
2,Salambala,Hartebeest,2001,,,86,,,,,,,,,,,,
2,Salambala,Hartebeest,2003,,,86,,,,,,,,,,,,
2,Salambala,Hartebeest,2006,,,52,,,,,,,,,,,,
2,Salambala,Hartebeest,2007,,,100,,,,,,,,,,,,
2,Salambala,Hartebeest,2008,,,188,,,,,,,,,,,,
2,Salambala,Hartebeest,2009,,,173,,,,,,,,,,,,
2,Salambala,Hartebeest,2010,,,197,,,,,,,,,,,,
2,Salambala,Hartebeest,2011,,,214,,,,,,,,,,,,
2,Salambala,Hartebeest,2012,,,202,,,,,,,,,,,,
2,Salambala,Hartebeest,2013,,,218,,,,,,,,,,,,
2,Salambala,Hartebeest,2014,,,199,,,,,,,,,,,,
2,Salambala,Hartebeest,2015,,,215,,,,,,,,,,,,
2,Salambala,Hartebeest,2016,,,216,,,,,,,,,,,,
2,Salambala,Hartebeest,2017,,,216,,,,,,,,,,,,
2,Salambala,Hartebeest,2018,,,217,,,,,,,,,,,,
2,Salambala,Hartebeest,2019,,,217,,,,,,,,,,,,
2,Salambala,Hartebeest,2020,,,200,,,,,,,,,,,,
2,Salambala,Hartebeest,2021,,,208,,,,,,,,,,,,
2,Salambala,Hartebeest,2022,,,208,,,,,,,,,,,,
2,Salambala,Hartebeest,2023,,,190,,,,,,,,,,,,
2,Salambala,Hippo,1998,,,65,,,,,,,,,,,,
2,Salambala,Hippo,1999,,,171,,,,,,,,,,,,
2,Salambala,Hippo,2000,,,104,,,,,,,,,,,,
2,Salambala,Hippo,2001,,,86,,,,,,,,,,,,
2,Salambala,Hippo,2003,,,86,,,,,,,,,,,,
2,Salambala,Hippo,2006,,,52,,,,,,,,,,,,
2,Salambala,Hippo,2007,,,100,,,,,,,,,,,,
2,Salambala,Hippo,2008,,,188,,,,,,,,,,,,
2,Salambala,Hippo,2009,1,1,173,0.6,,,,,,,,,,,
2,Salambala,Hippo,2010,,,197,,,,,,,,,,,,
2,Salambala,Hippo,2011,,,214,,,,,,,,,,,,
2,Salambala,Hippo,2012,,,202,,,,,,,,,,,,
2,Salambala,Hippo,2013,,,218,,,,,,,,,,,,
2,Salambala,Hippo,2014,,,199,,,,,,,,,,,,
2,Salambala,Hippo,2015,,,215,,,,,,,,,,,,
2,Salambala,Hippo,2016,,,216,,,,,,,,,,,,
2,Salambala,Hippo,2017,,,216,,,,,,,,,,,,
2,Salambala,Hippo,2018,,,217,,,,,,,,,,,,
2,Salambala,Hippo,2019,,,217,,,,,,,,,,,,
2,Salambala,Hippo,2020,,,200,,,,,,,,,,,,
2,Salambala,Hippo,2021,,,208,,,,,,,,,,,,
2,Salambala,Hippo,2022,,,208,,,,,,,,,,,,
2,Salambala,Hippo,2023,,,190,,,,,,,,,,,,
2,Salambala,Honey Badger,1998,,,65,,,,,,,,,,,,
2,Salambala,Honey Badger,1999,,,171,,,,,,,,,,,,
2,Salambala,Honey Badger,2000,,,104,,,,,,,,,,,,
2,Salambala,Honey Badger,2001,,,86,,,,,,,,,,,,
2,Salambala,Honey Badger,2003,,,86,,,,,,,,,,,,
2,Salambala,Honey Badger,2006,,,52,,,,,,,,,,,,
2,Salambala,Honey Badger,2007,,,100,,,,,,,,,,,,
2,Salambala,Honey Badger,2008,,,188,,,,,,,,,,,,
2,Salambala,Honey Badger,2009,,,173,,,,,,,,,,,,
2,Salambala,Honey Badger,2010,,,197,,,,,,,,,,,,
2,Salambala,Honey Badger,2011,,,214,,,,,,,,,,,,
2,Salambala,Honey Badger,2012,,,202,,,,,,,,,,,,
2,Salambala,Honey Badger,2013,,,218,,,,,,,,,,,,
2,Salambala,Honey Badger,2014,,,199,,,,,,,,,,,,
2,Salambala,Honey Badger,2015,,,215,,,,,,,,,,,,
2,Salambala,Honey Badger,2016,,,216,,,,,,,,,,,,
2,Salambala,Honey Badger,2017,,,216,,,,,,,,,,,,
2,Salambala,Honey Badger,2018,,,217,,,,,,,,,,,,
2,Salambala,Honey Badger,2019,,,217,,,,,,,,,,,,
2,Salambala,Honey Badger,2020,,,200,,,,,,,,,,,,
2,Salambala,Honey Badger,2021,1,1,208,0.5,,,,,,,,,,,
2,Salambala,Honey Badger,2022,,,208,,,,,,,,,,,,
2,Salambala,Honey Badger,2023,,,190,,,,,,,,,,,,
2,Salambala,Impala,1998,,,65,,,,,,,,,,,,
2,Salambala,Impala,1999,10,2,171,5.8,,,,,,,,,,,
2,Salambala,Impala,2000,8,1,104,7.7,,,,,,,,,,,
2,Salambala,Impala,2001,,,86,,,,,,,,,,,,
2,Salambala,Impala,2003,26,6,86,30.1,,,,,,,,,,,
