ID_Location,Name,Species,Year,Animals Sighted,Groups Sighted,Transect Length (km),Num per 100km,,,,,,,,,,
40,King Nehale,Porcupine,2013,,,141,,,,,,,,,,,
40,King Nehale,Porcupine,2014,,,144,,,,,,,,,,,
40,King Nehale,Porcupine,2015,,,144,,,,,,,,,,,
40,King Nehale,Porcupine,2016,,,147,,,,,,,,,,,
40,King Nehale,Porcupine,2017,,,123,,,,,,,,,,,
40,King Nehale,Porcupine,2018,,,123,,,,,,,,,,,
40,King Nehale,Porcupine,2019,,,123,,,,,,,,,,,
40,King Nehale,Porcupine,2020,,,123,,,,,,,,,,,
40,King Nehale,Porcupine,2021,,,137,,,,,,,,,,,
40,King Nehale,Porcupine,2022,,,136,,,,,,,,,,,
40,King Nehale,Porcupine,2023,,,136,,,,,,,,,,,
40,King Nehale,Porcupine,2024,,,131,,,,,,,,,,,
40,King Nehale,Scrub hare,2010,,,128,,,,,,,,,,,
40,King Nehale,Scrub hare,2011,,,128,,,,,,,,,,,
40,King Nehale,Scrub hare,2012,,,167,,,,,,,,,,,
40,King Nehale,Scrub hare,2013,,,141,,,,,,,,,,,
40,King Nehale,Scrub hare,2014,,,144,,,,,,,,,,,
40,King Nehale,Scrub hare,2015,,,144,,,,,,,,,,,
40,King Nehale,Scrub hare,2016,,,147,,,,,,,,,,,
40,King Nehale,Scrub hare,2017,,,123,,,,,,,,,,,
40,King Nehale,Scrub hare,2018,,,123,,,,,,,,,,,
40,King Nehale,Scrub hare,2019,,,123,,,,,,,,,,,
40,King Nehale,Scrub hare,2020,,,123,,,,,,,,,,,
40,King Nehale,Scrub hare,2021,,,137,,,,,,,,,,,
40,King Nehale,Scrub hare,2022,,,136,,,,,,,,,,,
40,King Nehale,Scrub hare,2023,,,136,,,,,,,,,,,
40,King Nehale,Scrub hare,2024,,,131,,,,,,,,,,,
40,King Nehale,Spotted Hyaena,2010,,,128,,,,,,,,,,,
40,King Nehale,Spotted Hyaena,2011,,,128,,,,,,,,,,,
40,King Nehale,Spotted Hyaena,2012,,,167,,,,,,,,,,,
40,King Nehale,Spotted Hyaena,2013,,,141,,,,,,,,,,,
40,King Nehale,Spotted Hyaena,2014,,,144,,,,,,,,,,,
40,King Nehale,Spotted Hyaena,2015,,,144,,,,,,,,,,,
40,King Nehale,Spotted Hyaena,2016,,,147,,,,,,,,,,,
40,King Nehale,Spotted Hyaena,2017,,,123,,,,,,,,,,,
40,King Nehale,Spotted Hyaena,2018,,,123,,,,,,,,,,,
40,King Nehale,Spotted Hyaena,2019,,,123,,,,,,,,,,,
40,King Nehale,Spotted Hyaena,2020,,,123,,,,,,,,,,,
40,King Nehale,Spotted Hyaena,2021,,,137,,,,,,,,,,,
40,King Nehale,Spotted Hyaena,2022,,,136,,,,,,,,,,,
40,King Nehale,Spotted Hyaena,2023,,,136,,,,,,,,,,,
40,King Nehale,Spotted Hyaena,2024,,,131,,,,,,,,,,,
40,King Nehale,Springbok,2010,1648,130,128,1287.5,,,,,,,,,,
40,King Nehale,Springbok,2011,618,66,128,482.8,,,,,,,,,,
40,King Nehale,Springbok,2012,296,52,167,177.2,,,,,,,,,,
40,King Nehale,Springbok,2013,305,46,141,216.6,,,,,,,,,,
40,King Nehale,Springbok,2014,291,53,144,202.1,,,,,,,,,,
40,King Nehale,Springbok,2015,235,45,144,163.2,,,,,,,,,,
40,King Nehale,Springbok,2016,213,35,147,145.2,,,,,,,,,,
40,King Nehale,Springbok,2017,287,44,123,233.9,,,,,,,,,,
40,King Nehale,Springbok,2018,365,50,123,297.5,,,,,,,,,,
40,King Nehale,Springbok,2019,326,42,123,265.7,,,,,,,,,,
40,King Nehale,Springbok,2020,105,17,123,85.6,,,,,,,,,,
40,King Nehale,Springbok,2021,104,29,137,75.7,,,,,,,,,,
40,King Nehale,Springbok,2022,186,34,136,136.6,,,,,,,,,,
40,King Nehale,Springbok,2023,281,32,136,206.3,,,,,,,,,,
40,King Nehale,Springbok,2024,210,20,131,160.8,,,,,,,,,,
40,King Nehale,Steenbok,2010,4,4,128,3.1,,,,,,,,,,
40,King Nehale,Steenbok,2011,2,2,128,1.6,,,,,,,,,,
40,King Nehale,Steenbok,2012,5,5,167,3,,,,,,,,,,
40,King Nehale,Steenbok,2013,5,5,141,3.6,,,,,,,,,,
40,King Nehale,Steenbok,2014,3,3,144,2.1,,,,,,,,,,
40,King Nehale,Steenbok,2015,2,2,144,1.4,,,,,,,,,,
40,King Nehale,Steenbok,2016,,,147,,,,,,,,,,,
40,King Nehale,Steenbok,2017,1,1,123,0.8,,,,,,,,,,
40,King Nehale,Steenbok,2018,,,123,,,,,,,,,,,
40,King Nehale,Steenbok,2019,4,4,123,3.3,,,,,,,,,,
40,King Nehale,Steenbok,2020,2,2,123,1.6,,,,,,,,,,
40,King Nehale,Steenbok,2021,3,3,137,2.2,,,,,,,,,,
40,King Nehale,Steenbok,2022,6,6,136,4.4,,,,,,,,,,
40,King Nehale,Steenbok,2023,,,136,,,,,,,,,,,
40,King Nehale,Steenbok,2024,,,131,,,,,,,,,,,
40,King Nehale,Vervet Monkey,2010,,,128,,,,,,,,,,,
40,King Nehale,Vervet Monkey,2011,,,128,,,,,,,,,,,
40,King Nehale,Vervet Monkey,2012,,,167,,,,,,,,,,,
40,King Nehale,Vervet Monkey,2013,,,141,,,,,,,,,,,
40,King Nehale,Vervet Monkey,2014,,,144,,,,,,,,,,,
40,King Nehale,Vervet Monkey,2015,,,144,,,,,,,,,,,
40,King Nehale,Vervet Monkey,2016,,,147,,,,,,,,,,,
40,King Nehale,Vervet Monkey,2017,,,123,,,,,,,,,,,
40,King Nehale,Vervet Monkey,2018,,,123,,,,,,,,,,,
40,King Nehale,Vervet Monkey,2019,,,123,,,,,,,,,,,
40,King Nehale,Vervet Monkey,2020,,,123,,,,,,,,,,,
40,King Nehale,Vervet Monkey,2021,,,137,,,,,,,,,,,
40,King Nehale,Vervet Monkey,2022,,,136,,,,,,,,,,,
40,King Nehale,Vervet Monkey,2023,,,136,,,,,,,,,,,
40,King Nehale,Vervet Monkey,2024,,,131,,,,,,,,,,,
40,King Nehale,Warthog,2010,,,128,,,,,,,,,,,
40,King Nehale,Warthog,2011,,,128,,,,,,,,,,,
40,King Nehale,Warthog,2012,3,1,167,1.8,,,,,,,,,,
40,King Nehale,Warthog,2013,,,141,,,,,,,,,,,
40,King Nehale,Warthog,2014,,,144,,,,,,,,,,,
40,King Nehale,Warthog,2015,,,144,,,,,,,,,,,
40,King Nehale,Warthog,2016,,,147,,,,,,,,,,,
40,King Nehale,Warthog,2017,,,123,,,,,,,,,,,
40,King Nehale,Warthog,2018,,,123,,,,,,,,,,,
40,King Nehale,Warthog,2019,,,123,,,,,,,,,,,
40,King Nehale,Warthog,2020,,,123,,,,,,,,,,,
40,King Nehale,Warthog,2021,,,137,,,,,,,,,,,
40,King Nehale,Warthog,2022,,,136,,,,,,,,,,,
40,King Nehale,Warthog,2023,,,136,,,,,,,,,,,
40,King Nehale,Warthog,2024,,,131,,,,,,,,,,,
40,King Nehale,Wildebeest,2010,19,1,128,14.8,,,,,,,,,,
40,King Nehale,Wildebeest,2011,,,128,,,,,,,,,,,
40,King Nehale,Wildebeest,2012,23,2,167,13.8,,,,,,,,,,
40,King Nehale,Wildebeest,2013,82,9,141,58.2,,,,,,,,,,
40,King Nehale,Wildebeest,2014,102,4,144,70.8,,,,,,,,,,
40,King Nehale,Wildebeest,2015,97,6,144,67.4,,,,,,,,,,
40,King Nehale,Wildebeest,2016,144,10,147,98.2,,,,,,,,,,
40,King Nehale,Wildebeest,2017,202,10,123,164.6,,,,,,,,,,
40,King Nehale,Wildebeest,2018,170,14,123,138.5,,,,,,,,,,
40,King Nehale,Wildebeest,2019,279,8,123,227.4,,,,,,,,,,
40,King Nehale,Wildebeest,2020,44,2,123,35.9,,,,,,,,,,
40,King Nehale,Wildebeest,2021,66,7,137,48.1,,,,,,,,,,
40,King Nehale,Wildebeest,2022,83,2,136,60.9,,,,,,,,,,
40,King Nehale,Wildebeest,2023,91,6,136,66.8,,,,,,,,,,
40,King Nehale,Wildebeest,2024,351,9,131,268.8,,,,,,,,,,
57,Okongo,Baboon,2012,,,63,,,,,,,,,,,
57,Okongo,Baboon,2013,,,62,,,,,,,,,,,
57,Okongo,Baboon,2014,,,64,,,,,,,,,,,
57,Okongo,Baboon,2015,,,64,,,,,,,,,,,
57,Okongo,Baboon,2016,,,56,,,,,,,,,,,
57,Okongo,Baboon,2017,,,62,,,,,,,,,,,
57,Okongo,Baboon,2018,,,55,,,,,,,,,,,
57,Okongo,Baboon,2019,,,68,,,,,,,,,,,
57,Okongo,Baboon,2020,,,62,,,,,,,,,,,
57,Okongo,Baboon,2021,,,56,,,,,,,,,,,
57,Okongo,Baboon,2022,,,67,,,,,,,,,,,
57,Okongo,Baboon,2023,,,59,,,,,,,,,,,
57,Okongo,Baboon,2024,,,67,,,,,,,,,,,
57,Okongo,Bat-eared Fox,2012,,,63,,,,,,,,,,,
57,Okongo,Bat-eared Fox,2013,,,62,,,,,,,,,,,
57,Okongo,Bat-eared Fox,2014,,,64,,,,,,,,,,,
57,Okongo,Bat-eared Fox,2015,,,64,,,,,,,,,,,
57,Okongo,Bat-eared Fox,2016,,,56,,,,,,,,,,,
57,Okongo,Bat-eared Fox,2017,,,62,,,,,,,,,,,
57,Okongo,Bat-eared Fox,2018,,,55,,,,,,,,,,,
57,Okongo,Bat-eared Fox,2019,,,68,,,,,,,,,,,
57,Okongo,Bat-eared Fox,2020,,,62,,,,,,,,,,,
57,Okongo,Bat-eared Fox,2021,,,56,,,,,,,,,,,
57,Okongo,Bat-eared Fox,2022,,,67,,,,,,,,,,,
57,Okongo,Bat-eared Fox,2023,,,59,,,,,,,,,,,
57,Okongo,Bat-eared Fox,2024,,,67,,,,,,,,,,,
57,Okongo,Burchell's Zebra,2012,,,63,,,,,,,,,,,
57,Okongo,Burchell's Zebra,2013,,,62,,,,,,,,,,,
57,Okongo,Burchell's Zebra,2014,,,64,,,,,,,,,,,
57,Okongo,Burchell's Zebra,2015,,,64,,,,,,,,,,,
57,Okongo,Burchell's Zebra,2016,,,56,,,,,,,,,,,
57,Okongo,Burchell's Zebra,2017,,,62,,,,,,,,,,,
57,Okongo,Burchell's Zebra,2018,,,55,,,,,,,,,,,
57,Okongo,Burchell's Zebra,2019,,,68,,,,,,,,,,,
57,Okongo,Burchell's Zebra,2020,,,62,,,,,,,,,,,
57,Okongo,Burchell's Zebra,2021,,,56,,,,,,,,,,,
57,Okongo,Burchell's Zebra,2022,,,67,,,,,,,,,,,
57,Okongo,Burchell's Zebra,2023,13,3,59,21.9,,,,,,,,,,
57,Okongo,Burchell's Zebra,2024,8,2,67,12,,,,,,,,,,
57,Okongo,Caracal,2012,,,63,,,,,,,,,,,
57,Okongo,Caracal,2013,,,62,,,,,,,,,,,
57,Okongo,Caracal,2014,,,64,,,,,,,,,,,
57,Okongo,Caracal,2015,,,64,,,,,,,,,,,
57,Okongo,Caracal,2016,,,56,,,,,,,,,,,
57,Okongo,Caracal,2017,,,62,,,,,,,,,,,
57,Okongo,Caracal,2018,,,55,,,,,,,,,,,
57,Okongo,Caracal,2019,,,68,,,,,,,,,,,
57,Okongo,Caracal,2020,,,62,,,,,,,,,,,
57,Okongo,Caracal,2021,,,56,,,,,,,,,,,
57,Okongo,Caracal,2022,,,67,,,,,,,,,,,
57,Okongo,Caracal,2023,,,59,,,,,,,,,,,
57,Okongo,Caracal,2024,,,67,,,,,,,,,,,
57,Okongo,Cheetah,2012,,,63,,,,,,,,,,,
57,Okongo,Cheetah,2013,,,62,,,,,,,,,,,
57,Okongo,Cheetah,2014,1,1,64,1.6,,,,,,,,,,
57,Okongo,Cheetah,2015,,,64,,,,,,,,,,,
57,Okongo,Cheetah,2016,,,56,,,,,,,,,,,
57,Okongo,Cheetah,2017,,,62,,,,,,,,,,,
57,Okongo,Cheetah,2018,,,55,,,,,,,,,,,
57,Okongo,Cheetah,2019,,,68,,,,,,,,,,,
57,Okongo,Cheetah,2020,,,62,,,,,,,,,,,
57,Okongo,Cheetah,2021,,,56,,,,,,,,,,,
57,Okongo,Cheetah,2022,,,67,,,,,,,,,,,
57,Okongo,Cheetah,2023,,,59,,,,,,,,,,,
57,Okongo,Cheetah,2024,,,67,,,,,,,,,,,
57,Okongo,Dik Dik,2012,,,63,,,,,,,,,,,
57,Okongo,Dik Dik,2013,,,62,,,,,,,,,,,
57,Okongo,Dik Dik,2014,,,64,,,,,,,,,,,
57,Okongo,Dik Dik,2015,,,64,,,,,,,,,,,
57,Okongo,Dik Dik,2016,,,56,,,,,,,,,,,
57,Okongo,Dik Dik,2017,,,62,,,,,,,,,,,
57,Okongo,Dik Dik,2018,,,55,,,,,,,,,,,
57,Okongo,Dik Dik,2019,,,68,,,,,,,,,,,
57,Okongo,Dik Dik,2020,,,62,,,,,,,,,,,
57,Okongo,Dik Dik,2021,,,56,,,,,,,,,,,
57,Okongo,Dik Dik,2022,,,67,,,,,,,,,,,
57,Okongo,Dik Dik,2023,,,59,,,,,,,,,,,
57,Okongo,Dik Dik,2024,,,67,,,,,,,,,,,
57,Okongo,Duiker,2012,,,63,,,,,,,,,,,
57,Okongo,Duiker,2013,9,8,62,14.6,,,,,,,,,,
57,Okongo,Duiker,2014,13,13,64,20.2,,,,,,,,,,
57,Okongo,Duiker,2015,8,8,64,12.4,,,,,,,,,,
57,Okongo,Duiker,2016,6,6,56,10.7,,,,,,,,,,
57,Okongo,Duiker,2017,10,9,62,16.2,,,,,,,,,,
57,Okongo,Duiker,2018,8,8,55,14.7,,,,,,,,,,
57,Okongo,Duiker,2019,10,10,68,14.7,,,,,,,,,,
57,Okongo,Duiker,2020,8,7,62,13,,,,,,,,,,
57,Okongo,Duiker,2021,6,6,56,10.7,,,,,,,,,,
57,Okongo,Duiker,2022,6,6,67,9,,,,,,,,,,
57,Okongo,Duiker,2023,9,7,59,15.1,,,,,,,,,,
57,Okongo,Duiker,2024,3,3,67,4.5,,,,,,,,,,
57,Okongo,Eland,2012,34,4,63,54,,,,,,,,,,
57,Okongo,Eland,2013,14,4,62,22.7,,,,,,,,,,
57,Okongo,Eland,2014,42,5,64,65.1,,,,,,,,,,
57,Okongo,Eland,2015,13,6,64,20.2,,,,,,,,,,
57,Okongo,Eland,2016,22,5,56,39.1,,,,,,,,,,
57,Okongo,Eland,2017,66,5,62,107.1,,,,,,,,,,
57,Okongo,Eland,2018,20,4,55,36.6,,,,,,,,,,
57,Okongo,Eland,2019,26,5,68,38.2,,,,,,,,,,
57,Okongo,Eland,2020,70,6,62,113.6,,,,,,,,,,
57,Okongo,Eland,2021,82,9,56,145.9,,,,,,,,,,
57,Okongo,Eland,2022,73,8,67,109.3,,,,,,,,,,
57,Okongo,Eland,2023,128,13,59,215.3,,,,,,,,,,
57,Okongo,Eland,2024,87,10,67,130.4,,,,,,,,,,
57,Okongo,Elephant,2012,,,63,,,,,,,,,,,
57,Okongo,Elephant,2013,,,62,,,,,,,,,,,
57,Okongo,Elephant,2014,,,64,,,,,,,,,,,
57,Okongo,Elephant,2015,,,64,,,,,,,,,,,
57,Okongo,Elephant,2016,,,56,,,,,,,,,,,
57,Okongo,Elephant,2017,,,62,,,,,,,,,,,
57,Okongo,Elephant,2018,,,55,,,,,,,,,,,
57,Okongo,Elephant,2019,,,68,,,,,,,,,,,
57,Okongo,Elephant,2020,,,62,,,,,,,,,,,
57,Okongo,Elephant,2021,,,56,,,,,,,,,,,
57,Okongo,Elephant,2022,,,67,,,,,,,,,,,
57,Okongo,Elephant,2023,,,59,,,,,,,,,,,
57,Okongo,Elephant,2024,,,67,,,,,,,,,,,
57,Okongo,Gemsbok,2012,,,63,,,,,,,,,,,
57,Okongo,Gemsbok,2013,,,62,,,,,,,,,,,
57,Okongo,Gemsbok,2014,,,64,,,,,,,,,,,
57,Okongo,Gemsbok,2015,,,64,,,,,,,,,,,
57,Okongo,Gemsbok,2016,,,56,,,,,,,,,,,
57,Okongo,Gemsbok,2017,,,62,,,,,,,,,,,
57,Okongo,Gemsbok,2018,,,55,,,,,,,,,,,
57,Okongo,Gemsbok,2019,,,68,,,,,,,,,,,
57,Okongo,Gemsbok,2020,,,62,,,,,,,,,,,
57,Okongo,Gemsbok,2021,,,56,,,,,,,,,,,
57,Okongo,Gemsbok,2022,,,67,,,,,,,,,,,
57,Okongo,Gemsbok,2023,,,59,,,,,,,,,,,
57,Okongo,Gemsbok,2024,,,67,,,,,,,,,,,
57,Okongo,Giraffe,2012,,,63,,,,,,,,,,,
57,Okongo,Giraffe,2013,,,62,,,,,,,,,,,
57,Okongo,Giraffe,2014,,,64,,,,,,,,,,,
57,Okongo,Giraffe,2015,,,64,,,,,,,,,,,
57,Okongo,Giraffe,2016,,,56,,,,,,,,,,,
57,Okongo,Giraffe,2017,,,62,,,,,,,,,,,
57,Okongo,Giraffe,2018,,,55,,,,,,,,,,,
57,Okongo,Giraffe,2019,,,68,,,,,,,,,,,
57,Okongo,Giraffe,2020,,,62,,,,,,,,,,,
57,Okongo,Giraffe,2021,,,56,,,,,,,,,,,
57,Okongo,Giraffe,2022,5,2,67,7.5,,,,,,,,,,
57,Okongo,Giraffe,2023,,,59,,,,,,,,,,,
57,Okongo,Giraffe,2024,1,1,67,1.5,,,,,,,,,,
57,Okongo,Guineafowl,2012,,,63,,,,,,,,,,,
57,Okongo,Guineafowl,2013,,,62,,,,,,,,,,,
57,Okongo,Guineafowl,2014,,,64,,,,,,,,,,,
57,Okongo,Guineafowl,2015,,,64,,,,,,,,,,,
57,Okongo,Guineafowl,2016,52,2,56,92.4,,,,,,,,,,
57,Okongo,Guineafowl,2017,1,1,62,1.6,,,,,,,,,,
57,Okongo,Guineafowl,2018,50,1,55,91.6,,,,,,,,,,
57,Okongo,Guineafowl,2019,,,68,,,,,,,,,,,
57,Okongo,Guineafowl,2020,,,62,,,,,,,,,,,
57,Okongo,Guineafowl,2021,,,56,,,,,,,,,,,
57,Okongo,Guineafowl,2022,,,67,,,,,,,,,,,
57,Okongo,Guineafowl,2023,,,59,,,,,,,,,,,
57,Okongo,Guineafowl,2024,,,67,,,,,,,,,,,
57,Okongo,Hartebeest,2012,,,63,,,,,,,,,,,
57,Okongo,Hartebeest,2013,,,62,,,,,,,,,,,
57,Okongo,Hartebeest,2014,,,64,,,,,,,,,,,
57,Okongo,Hartebeest,2015,,,64,,,,,,,,,,,
57,Okongo,Hartebeest,2016,,,56,,,,,,,,,,,
57,Okongo,Hartebeest,2017,,,62,,,,,,,,,,,
57,Okongo,Hartebeest,2018,,,55,,,,,,,,,,,
57,Okongo,Hartebeest,2019,,,68,,,,,,,,,,,
57,Okongo,Hartebeest,2020,,,62,,,,,,,,,,,
57,Okongo,Hartebeest,2021,,,56,,,,,,,,,,,
57,Okongo,Hartebeest,2022,,,67,,,,,,,,,,,
57,Okongo,Hartebeest,2023,,,59,,,,,,,,,,,
57,Okongo,Hartebeest,2024,,,67,,,,,,,,,,,
57,Okongo,Hartmann's Zebra,2012,,,63,,,,,,,,,,,
57,Okongo,Hartmann's Zebra,2013,,,62,,,,,,,,,,,
57,Okongo,Hartmann's Zebra,2014,,,64,,,,,,,,,,,
57,Okongo,Hartmann's Zebra,2015,,,64,,,,,,,,,,,
57,Okongo,Hartmann's Zebra,2016,,,56,,,,,,,,,,,
57,Okongo,Hartmann's Zebra,2017,,,62,,,,,,,,,,,
57,Okongo,Hartmann's Zebra,2018,,,55,,,,,,,,,,,
57,Okongo,Hartmann's Zebra,2019,,,68,,,,,,,,,,,
57,Okongo,Hartmann's Zebra,2020,,,62,,,,,,,,,,,
57,Okongo,Hartmann's Zebra,2021,,,56,,,,,,,,,,,
57,Okongo,Hartmann's Zebra,2022,,,67,,,,,,,,,,,
57,Okongo,Hartmann's Zebra,2023,,,59,,,,,,,,,,,
57,Okongo,Hartmann's Zebra,2024,8,1,67,12,,,,,,,,,,
57,Okongo,Honey Badger,2012,,,63,,,,,,,,,,,
57,Okongo,Honey Badger,2013,,,62,,,,,,,,,,,
57,Okongo,Honey Badger,2014,,,64,,,,,,,,,,,
57,Okongo,Honey Badger,2015,,,64,,,,,,,,,,,
57,Okongo,Honey Badger,2016,,,56,,,,,,,,,,,
57,Okongo,Honey Badger,2017,,,62,,,,,,,,,,,
57,Okongo,Honey Badger,2018,,,55,,,,,,,,,,,
57,Okongo,Honey Badger,2019,,,68,,,,,,,,,,,
57,Okongo,Honey Badger,2020,,,62,,,,,,,,,,,
57,Okongo,Honey Badger,2021,,,56,,,,,,,,,,,
57,Okongo,Honey Badger,2022,,,67,,,,,,,,,,,
57,Okongo,Honey Badger,2023,,,59,,,,,,,,,,,
57,Okongo,Honey Badger,2024,,,67,,,,,,,,,,,
57,Okongo,"Impala, Black-faced",2012,,,63,,,,,,,,,,,
57,Okongo,"Impala, Black-faced",2013,,,62,,,,,,,,,,,
57,Okongo,"Impala, Black-faced",2014,,,64,,,,,,,,,,,
57,Okongo,"Impala, Black-faced",2015,,,64,,,,,,,,,,,
57,Okongo,"Impala, Black-faced",2016,,,56,,,,,,,,,,,
57,Okongo,"Impala, Black-faced",2017,,,62,,,,,,,,,,,
57,Okongo,"Impala, Black-faced",2018,,,55,,,,,,,,,,,
57,Okongo,"Impala, Black-faced",2019,,,68,,,,,,,,,,,
57,Okongo,"Impala, Black-faced",2020,,,62,,,,,,,,,,,
57,Okongo,"Impala, Black-faced",2021,,,56,,,,,,,,,,,
57,Okongo,"Impala, Black-faced",2022,,,67,,,,,,,,,,,
57,Okongo,"Impala, Black-faced",2023,,,59,,,,,,,,,,,
57,Okongo,"Impala, Black-faced",2024,,,67,,,,,,,,,,,
57,Okongo,"Jackal, Black-backed",2012,,,63,,,,,,,,,,,
57,Okongo,"Jackal, Black-backed",2013,,,62,,,,,,,,,,,
57,Okongo,"Jackal, Black-backed",2014,,,64,,,,,,,,,,,
57,Okongo,"Jackal, Black-backed",2015,,,64,,,,,,,,,,,
57,Okongo,"Jackal, Black-backed",2016,,,56,,,,,,,,,,,
57,Okongo,"Jackal, Black-backed",2017,,,62,,,,,,,,,,,
57,Okongo,"Jackal, Black-backed",2018,1,1,55,1.8,,,,,,,,,,
57,Okongo,"Jackal, Black-backed",2019,,,68,,,,,,,,,,,
57,Okongo,"Jackal, Black-backed",2020,,,62,,,,,,,,,,,
57,Okongo,"Jackal, Black-backed",2021,,,56,,,,,,,,,,,
57,Okongo,"Jackal, Black-backed",2022,1,1,67,1.5,,,,,,,,,,
57,Okongo,"Jackal, Black-backed",2023,1,1,59,1.7,,,,,,,,,,
57,Okongo,"Jackal, Black-backed",2024,,,67,,,,,,,,,,,
57,Okongo,Kori Bustard,2012,,,63,,,,,,,,,,,
57,Okongo,Kori Bustard,2013,,,62,,,,,,,,,,,
57,Okongo,Kori Bustard,2014,,,64,,,,,,,,,,,
57,Okongo,Kori Bustard,2015,,,64,,,,,,,,,,,
57,Okongo,Kori Bustard,2016,,,56,,,,,,,,,,,
57,Okongo,Kori Bustard,2017,,,62,,,,,,,,,,,
57,Okongo,Kori Bustard,2018,,,55,,,,,,,,,,,
57,Okongo,Kori Bustard,2019,,,68,,,,,,,,,,,
57,Okongo,Kori Bustard,2020,,,62,,,,,,,,,,,
57,Okongo,Kori Bustard,2021,,,56,,,,,,,,,,,
57,Okongo,Kori Bustard,2022,,,67,,,,,,,,,,,
57,Okongo,Kori Bustard,2023,,,59,,,,,,,,,,,
57,Okongo,Kori Bustard,2024,,,67,,,,,,,,,,,
57,Okongo,Kudu,2012,11,2,63,17.5,,,,,,,,,,
57,Okongo,Kudu,2013,7,3,62,11.3,,,,,,,,,,
57,Okongo,Kudu,2014,,,64,,,,,,,,,,,
57,Okongo,Kudu,2015,8,3,64,12.4,,,,,,,,,,
57,Okongo,Kudu,2016,1,1,56,1.8,,,,,,,,,,
57,Okongo,Kudu,2017,,,62,,,,,,,,,,,
57,Okongo,Kudu,2018,6,3,55,11,,,,,,,,,,
57,Okongo,Kudu,2019,,,68,,,,,,,,,,,
57,Okongo,Kudu,2020,7,4,62,11.4,,,,,,,,,,
57,Okongo,Kudu,2021,,,56,,,,,,,,,,,
57,Okongo,Kudu,2022,2,1,67,3,,,,,,,,,,
57,Okongo,Kudu,2023,,,59,,,,,,,,,,,
57,Okongo,Kudu,2024,,,67,,,,,,,,,,,
57,Okongo,Leopard,2012,,,63,,,,,,,,,,,
57,Okongo,Leopard,2013,,,62,,,,,,,,,,,
57,Okongo,Leopard,2014,,,64,,,,,,,,,,,
57,Okongo,Leopard,2015,,,64,,,,,,,,,,,
57,Okongo,Leopard,2016,,,56,,,,,,,,,,,
57,Okongo,Leopard,2017,,,62,,,,,,,,,,,
57,Okongo,Leopard,2018,,,55,,,,,,,,,,,
57,Okongo,Leopard,2019,,,68,,,,,,,,,,,
57,Okongo,Leopard,2020,,,62,,,,,,,,,,,
57,Okongo,Leopard,2021,,,56,,,,,,,,,,,
57,Okongo,Leopard,2022,,,67,,,,,,,,,,,
57,Okongo,Leopard,2023,1,1,59,1.7,,,,,,,,,,
57,Okongo,Leopard,2024,,,67,,,,,,,,,,,
57,Okongo,Lion,2012,,,63,,,,,,,,,,,
57,Okongo,Lion,2013,,,62,,,,,,,,,,,
57,Okongo,Lion,2014,,,64,,,,,,,,,,,
57,Okongo,Lion,2015,,,64,,,,,,,,,,,
57,Okongo,Lion,2016,,,56,,,,,,,,,,,
57,Okongo,Lion,2017,,,62,,,,,,,,,,,
57,Okongo,Lion,2018,,,55,,,,,,,,,,,
57,Okongo,Lion,2019,,,68,,,,,,,,,,,
57,Okongo,Lion,2020,,,62,,,,,,,,,,,
57,Okongo,Lion,2021,,,56,,,,,,,,,,,
57,Okongo,Lion,2022,,,67,,,,,,,,,,,
57,Okongo,Lion,2023,,,59,,,,,,,,,,,
57,Okongo,Lion,2024,,,67,,,,,,,,,,,
57,Okongo,Ostrich,2012,,,63,,,,,,,,,,,
57,Okongo,Ostrich,2013,,,62,,,,,,,,,,,
57,Okongo,Ostrich,2014,,,64,,,,,,,,,,,
57,Okongo,Ostrich,2015,,,64,,,,,,,,,,,
57,Okongo,Ostrich,2016,,,56,,,,,,,,,,,
57,Okongo,Ostrich,2017,,,62,,,,,,,,,,,
57,Okongo,Ostrich,2018,,,55,,,,,,,,,,,
57,Okongo,Ostrich,2019,,,68,,,,,,,,,,,
57,Okongo,Ostrich,2020,,,62,,,,,,,,,,,
57,Okongo,Ostrich,2021,,,56,,,,,,,,,,,
57,Okongo,Ostrich,2022,,,67,,,,,,,,,,,
57,Okongo,Ostrich,2023,,,59,,,,,,,,,,,
57,Okongo,Ostrich,2024,,,67,,,,,,,,,,,
57,Okongo,Porcupine,2012,,,63,,,,,,,,,,,
57,Okongo,Porcupine,2013,,,62,,,,,,,,,,,
57,Okongo,Porcupine,2014,,,64,,,,,,,,,,,
57,Okongo,Porcupine,2015,2,2,64,3.1,,,,,,,,,,
57,Okongo,Porcupine,2016,,,56,,,,,,,,,,,
57,Okongo,Porcupine,2017,,,62,,,,,,,,,,,
57,Okongo,Porcupine,2018,3,1,55,5.5,,,,,,,,,,
57,Okongo,Porcupine,2019,,,68,,,,,,,,,,,
57,Okongo,Porcupine,2020,,,62,,,,,,,,,,,
57,Okongo,Porcupine,2021,,,56,,,,,,,,,,,
57,Okongo,Porcupine,2022,,,67,,,,,,,,,,,
57,Okongo,Porcupine,2023,,,59,,,,,,,,,,,
57,Okongo,Porcupine,2024,,,67,,,,,,,,,,,
57,Okongo,Scrub hare,2012,,,63,,,,,,,,,,,
57,Okongo,Scrub hare,2013,,,62,,,,,,,,,,,
57,Okongo,Scrub hare,2014,,,64,,,,,,,,,,,
