Name,Species,Year,Animals Seen,Transect Length (km),Animals per 100km,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Baboon,2018,118,3900,3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Baboon,2019,121,3934,3.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Baboon,2020,23,3941,0.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Baboon,2021,44,3900,1.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Baboon,2022,35,3925,0.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Baboon,2023,113,4159,2.7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Baboon,2024,147,3749,3.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Cheetah,2001,,2733,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Cheetah,2002,,2787,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Cheetah,2003,,2843,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Cheetah,2004,3,2887,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Cheetah,2005,4,3350,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Cheetah,2006,1,3371,0,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Cheetah,2007,,3461,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Cheetah,2008,,3691,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Cheetah,2009,3,3685,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Cheetah,2010,,3602,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Cheetah,2011,,3642,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Cheetah,2012,,3712,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Cheetah,2013,1,3903,0,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Cheetah,2014,6,3404,0.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Cheetah,2015,5,3879,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Cheetah,2016,,3749,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Cheetah,2017,3,3672,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Cheetah,2018,,3900,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Cheetah,2019,,3934,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Cheetah,2020,,3941,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Cheetah,2021,,3900,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Cheetah,2022,,3925,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Cheetah,2023,,4159,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Cheetah,2024,,3749,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Duiker,2001,9,2733,0.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Duiker,2002,5,2787,0.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Duiker,2003,1,2843,0,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Duiker,2004,4,2887,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Duiker,2005,18,3350,0.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Duiker,2006,3,3371,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Duiker,2007,2,3461,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Duiker,2008,,3691,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Duiker,2009,7,3685,0.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Duiker,2010,1,3602,0,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Duiker,2011,7,3642,0.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Duiker,2012,2,3712,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Duiker,2013,11,3903,0.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Duiker,2014,3,3404,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Duiker,2015,3,3879,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Duiker,2016,8,3749,0.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Duiker,2017,2,3672,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Duiker,2018,3,3900,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Duiker,2019,2,3934,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Duiker,2020,1,3941,0,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Duiker,2021,1,3900,0,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Duiker,2022,2,3925,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Duiker,2023,1,4159,0,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Duiker,2024,2,3749,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Eland,2001,,2733,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Eland,2002,,2787,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Eland,2003,,2843,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Eland,2004,,2887,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Eland,2005,,3350,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Eland,2006,,3371,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Eland,2007,,3461,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Eland,2008,,3691,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Eland,2009,,3685,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Eland,2010,,3602,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Eland,2011,,3642,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Eland,2012,,3712,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Eland,2013,,3903,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Eland,2014,,3404,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Eland,2015,,3879,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Eland,2016,,3749,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Eland,2017,,3672,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Eland,2018,,3900,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Eland,2019,,3934,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Eland,2020,,3941,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Eland,2021,,3900,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Eland,2022,,3925,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Eland,2023,,4159,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Eland,2024,,3749,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Elephant,2001,15,2733,0.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Elephant,2002,12,2787,0.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Elephant,2003,1,2843,0,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Elephant,2004,5,2887,0.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Elephant,2005,60,3350,1.8,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Elephant,2006,4,3371,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Elephant,2007,27,3461,0.8,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Elephant,2008,24,3691,0.7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Elephant,2009,37,3685,1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Elephant,2010,20,3602,0.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Elephant,2011,35,3642,1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Elephant,2012,6,3712,0.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Elephant,2013,6,3903,0.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Elephant,2014,55,3404,1.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Elephant,2015,23,3879,0.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Elephant,2016,22,3749,0.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Elephant,2017,60,3672,1.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Elephant,2018,26,3900,0.7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Elephant,2019,20,3934,0.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Elephant,2020,22,3941,0.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Elephant,2021,20,3900,0.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Elephant,2022,15,3925,0.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Elephant,2023,73,4159,1.8,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Elephant,2024,18,3749,0.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Gemsbok,2001,370,2733,13.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Gemsbok,2002,681,2787,24.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Gemsbok,2003,628,2843,22.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Gemsbok,2004,537,2887,18.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Gemsbok,2005,928,3350,27.7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Gemsbok,2006,367,3371,10.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Gemsbok,2007,707,3461,20.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Gemsbok,2008,625,3691,16.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Gemsbok,2009,273,3685,7.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Gemsbok,2010,452,3602,12.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Gemsbok,2011,354,3642,9.7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Gemsbok,2012,740,3712,19.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Gemsbok,2013,642,3903,16.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Gemsbok,2014,296,3404,8.7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Gemsbok,2015,358,3879,9.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Gemsbok,2016,296,3749,7.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Gemsbok,2017,96,3672,2.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Gemsbok,2018,52,3900,1.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Gemsbok,2019,158,3934,4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Gemsbok,2020,17,3941,0.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Gemsbok,2021,20,3900,0.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Gemsbok,2022,14,3925,0.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Gemsbok,2023,4,4159,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Gemsbok,2024,9,3749,0.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Giraffe,2001,28,2733,1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Giraffe,2002,25,2787,0.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Giraffe,2003,30,2843,1.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Giraffe,2004,45,2887,1.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Giraffe,2005,35,3350,1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Giraffe,2006,57,3371,1.7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Giraffe,2007,71,3461,2.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Giraffe,2008,18,3691,0.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Giraffe,2009,57,3685,1.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Giraffe,2010,84,3602,2.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Giraffe,2011,57,3642,1.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Giraffe,2012,83,3712,2.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Giraffe,2013,89,3903,2.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Giraffe,2014,41,3404,1.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Giraffe,2015,89,3879,2.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Giraffe,2016,51,3749,1.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Giraffe,2017,77,3672,2.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Giraffe,2018,80,3900,2.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Giraffe,2019,63,3934,1.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Giraffe,2020,90,3941,2.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Giraffe,2021,71,3900,1.8,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Giraffe,2022,57,3925,1.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Giraffe,2023,39,4159,0.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Giraffe,2024,44,3749,1.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartebeest,2001,,2733,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartebeest,2002,,2787,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartebeest,2003,,2843,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartebeest,2004,,2887,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartebeest,2005,,3350,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartebeest,2006,,3371,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartebeest,2007,,3461,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartebeest,2008,,3691,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartebeest,2009,,3685,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartebeest,2010,1,3602,0,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartebeest,2011,23,3642,0.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartebeest,2012,26,3712,0.7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartebeest,2013,75,3903,1.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartebeest,2014,22,3404,0.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartebeest,2015,6,3879,0.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartebeest,2016,63,3749,1.7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartebeest,2017,7,3672,0.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartebeest,2018,2,3900,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartebeest,2019,4,3934,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartebeest,2020,,3941,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartebeest,2021,,3900,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartebeest,2022,,3925,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartebeest,2023,,4159,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartebeest,2024,,3749,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartmann's Zebra,2001,170,2733,6.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartmann's Zebra,2002,193,2787,6.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartmann's Zebra,2003,430,2843,15.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartmann's Zebra,2004,295,2887,10.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartmann's Zebra,2005,352,3350,10.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartmann's Zebra,2006,338,3371,10,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartmann's Zebra,2007,442,3461,12.8,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartmann's Zebra,2008,420,3691,11.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartmann's Zebra,2009,326,3685,8.8,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartmann's Zebra,2010,761,3602,21.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartmann's Zebra,2011,481,3642,13.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartmann's Zebra,2012,686,3712,18.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartmann's Zebra,2013,1155,3903,29.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartmann's Zebra,2014,367,3404,10.8,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartmann's Zebra,2015,657,3879,16.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartmann's Zebra,2016,359,3749,9.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartmann's Zebra,2017,163,3672,4.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartmann's Zebra,2018,230,3900,5.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartmann's Zebra,2019,314,3934,8,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartmann's Zebra,2020,88,3941,2.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartmann's Zebra,2021,88,3900,2.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartmann's Zebra,2022,54,3925,1.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartmann's Zebra,2023,95,4159,2.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Hartmann's Zebra,2024,144,3749,3.8,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Impala, Black-faced",2001,,2733,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Impala, Black-faced",2002,,2787,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Impala, Black-faced",2003,,2843,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Impala, Black-faced",2004,,2887,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Impala, Black-faced",2005,,3350,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Impala, Black-faced",2006,,3371,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Impala, Black-faced",2007,,3461,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Impala, Black-faced",2008,,3691,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Impala, Black-faced",2009,,3685,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Impala, Black-faced",2010,24,3602,0.7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Impala, Black-faced",2011,33,3642,0.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Impala, Black-faced",2012,8,3712,0.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Impala, Black-faced",2013,16,3903,0.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Impala, Black-faced",2014,30,3404,0.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Impala, Black-faced",2015,80,3879,2.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Impala, Black-faced",2016,3,3749,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Impala, Black-faced",2017,,3672,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Impala, Black-faced",2018,25,3900,0.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Impala, Black-faced",2019,2,3934,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Impala, Black-faced",2020,,3941,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Impala, Black-faced",2021,17,3900,0.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Impala, Black-faced",2022,3,3925,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Impala, Black-faced",2023,,4159,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Impala, Black-faced",2024,7,3749,0.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Jackal, Black-backed",2001,27,2733,1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Jackal, Black-backed",2002,35,2787,1.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Jackal, Black-backed",2003,26,2843,0.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Jackal, Black-backed",2004,26,2887,0.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Jackal, Black-backed",2005,34,3350,1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Jackal, Black-backed",2006,22,3371,0.7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Jackal, Black-backed",2007,40,3461,1.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Jackal, Black-backed",2008,32,3691,0.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Jackal, Black-backed",2009,22,3685,0.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Jackal, Black-backed",2010,46,3602,1.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Jackal, Black-backed",2011,33,3642,0.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Jackal, Black-backed",2012,42,3712,1.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Jackal, Black-backed",2013,45,3903,1.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Jackal, Black-backed",2014,32,3404,0.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Jackal, Black-backed",2015,32,3879,0.8,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Jackal, Black-backed",2016,42,3749,1.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Jackal, Black-backed",2017,38,3672,1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Jackal, Black-backed",2018,22,3900,0.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Jackal, Black-backed",2019,14,3934,0.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Jackal, Black-backed",2020,17,3941,0.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Jackal, Black-backed",2021,14,3900,0.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Jackal, Black-backed",2022,11,3925,0.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Jackal, Black-backed",2023,21,4159,0.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,"Jackal, Black-backed",2024,15,3749,0.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Klipspringer,2001,,2733,,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Klipspringer,2002,9,2787,0.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Klipspringer,2003,14,2843,0.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Klipspringer,2004,8,2887,0.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Klipspringer,2005,32,3350,1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Klipspringer,2006,10,3371,0.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Klipspringer,2007,19,3461,0.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Klipspringer,2008,5,3691,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Klipspringer,2009,4,3685,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Klipspringer,2010,16,3602,0.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Klipspringer,2011,7,3642,0.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Klipspringer,2012,37,3712,1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Klipspringer,2013,22,3903,0.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Klipspringer,2014,10,3404,0.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Klipspringer,2015,9,3879,0.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Klipspringer,2016,13,3749,0.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Klipspringer,2017,14,3672,0.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Klipspringer,2018,9,3900,0.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Klipspringer,2019,6,3934,0.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Klipspringer,2020,6,3941,0.2,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Klipspringer,2021,2,3900,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Klipspringer,2022,5,3925,0.1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Klipspringer,2023,14,4159,0.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Klipspringer,2024,12,3749,0.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Kudu,2001,155,2733,5.7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Kudu,2002,190,2787,6.8,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Kudu,2003,216,2843,7.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Kudu,2004,216,2887,7.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Kudu,2005,269,3350,8,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Kudu,2006,191,3371,5.7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Kudu,2007,313,3461,9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Kudu,2008,181,3691,4.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Kudu,2009,181,3685,4.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Kudu,2010,202,3602,5.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Kudu,2011,127,3642,3.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Kudu,2012,246,3712,6.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Kudu,2013,146,3903,3.7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Kudu,2014,111,3404,3.3,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Kudu,2015,98,3879,2.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Kudu,2016,104,3749,2.8,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Kudu,2017,32,3672,0.9,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Kudu,2018,22,3900,0.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Kudu,2019,40,3934,1,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Kudu,2020,17,3941,0.4,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Kudu,2021,22,3900,0.6,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Kudu,2022,18,3925,0.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Kudu,2023,22,4159,0.5,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Kudu,2024,27,3749,0.7,,,,,,,,,,,,,,,,,,,,
South of Vet Fence,Ostrich,2001,193,2733,7.1,,,,,,,,,,,,,,,,,,,,
