ID_Location,Name,Species,Year,Animals Sighted,Groups Sighted,Transect Length (km),Num per 100km,,,,,,
37,Muduva Nyangana,Elephant,2021,38,2,111,34.2,,,,,,
37,Muduva Nyangana,Elephant,2022,2,1,106,1.9,,,,,,
37,Muduva Nyangana,Elephant,2023,38,5,116,32.8,,,,,,
37,Muduva Nyangana,Elephant,2024,18,2,122,14.8,,,,,,
37,Muduva Nyangana,Gemsbok,2013,2,2,94,2.1,,,,,,
37,Muduva Nyangana,Gemsbok,2014,6,1,114,5.2,,,,,,
37,Muduva Nyangana,Gemsbok,2015,29,7,112,25.9,,,,,,
37,Muduva Nyangana,Gemsbok,2016,5,3,115,4.3,,,,,,
37,Muduva Nyangana,Gemsbok,2017,10,4,113,8.8,,,,,,
37,Muduva Nyangana,Gemsbok,2018,31,3,106,29.2,,,,,,
37,Muduva Nyangana,Gemsbok,2019,43,11,116,37.1,,,,,,
37,Muduva Nyangana,Gemsbok,2020,20,4,152,13.2,,,,,,
37,Muduva Nyangana,Gemsbok,2021,31,3,111,27.9,,,,,,
37,Muduva Nyangana,Gemsbok,2022,18,3,106,17,,,,,,
37,Muduva Nyangana,Gemsbok,2023,13,3,116,11.2,,,,,,
37,Muduva Nyangana,Gemsbok,2024,33,3,122,27.1,,,,,,
37,Muduva Nyangana,Giraffe,2013,,,94,,,,,,,
37,Muduva Nyangana,Giraffe,2014,6,1,114,5.2,,,,,,
37,Muduva Nyangana,Giraffe,2015,21,5,112,18.8,,,,,,
37,Muduva Nyangana,Giraffe,2016,70,10,115,60.9,,,,,,
37,Muduva Nyangana,Giraffe,2017,12,3,113,10.6,,,,,,
37,Muduva Nyangana,Giraffe,2018,15,3,106,14.2,,,,,,
37,Muduva Nyangana,Giraffe,2019,3,3,116,2.6,,,,,,
37,Muduva Nyangana,Giraffe,2020,39,9,152,25.7,,,,,,
37,Muduva Nyangana,Giraffe,2021,28,5,111,25.2,,,,,,
37,Muduva Nyangana,Giraffe,2022,48,12,106,45.3,,,,,,
37,Muduva Nyangana,Giraffe,2023,34,8,116,29.3,,,,,,
37,Muduva Nyangana,Giraffe,2024,30,7,122,24.6,,,,,,
37,Muduva Nyangana,Ground Hornbill,2013,,,94,,,,,,,
37,Muduva Nyangana,Ground Hornbill,2014,,,114,,,,,,,
37,Muduva Nyangana,Ground Hornbill,2015,,,112,,,,,,,
37,Muduva Nyangana,Ground Hornbill,2016,,,115,,,,,,,
37,Muduva Nyangana,Ground Hornbill,2017,,,113,,,,,,,
37,Muduva Nyangana,Ground Hornbill,2018,,,106,,,,,,,
37,Muduva Nyangana,Ground Hornbill,2019,,,116,,,,,,,
37,Muduva Nyangana,Ground Hornbill,2020,,,152,,,,,,,
37,Muduva Nyangana,Ground Hornbill,2021,,,111,,,,,,,
37,Muduva Nyangana,Ground Hornbill,2022,,,106,,,,,,,
37,Muduva Nyangana,Ground Hornbill,2023,,,116,,,,,,,
37,Muduva Nyangana,Ground Hornbill,2024,,,122,,,,,,,
37,Muduva Nyangana,Hartebeest,2013,,,94,,,,,,,
37,Muduva Nyangana,Hartebeest,2014,,,114,,,,,,,
37,Muduva Nyangana,Hartebeest,2015,,,112,,,,,,,
37,Muduva Nyangana,Hartebeest,2016,,,115,,,,,,,
37,Muduva Nyangana,Hartebeest,2017,,,113,,,,,,,
37,Muduva Nyangana,Hartebeest,2018,,,106,,,,,,,
37,Muduva Nyangana,Hartebeest,2019,,,116,,,,,,,
37,Muduva Nyangana,Hartebeest,2020,,,152,,,,,,,
37,Muduva Nyangana,Hartebeest,2021,,,111,,,,,,,
37,Muduva Nyangana,Hartebeest,2022,,,106,,,,,,,
37,Muduva Nyangana,Hartebeest,2023,,,116,,,,,,,
37,Muduva Nyangana,Hartebeest,2024,,,122,,,,,,,
37,Muduva Nyangana,Honey Badger,2013,,,94,,,,,,,
37,Muduva Nyangana,Honey Badger,2014,,,114,,,,,,,
37,Muduva Nyangana,Honey Badger,2015,,,112,,,,,,,
37,Muduva Nyangana,Honey Badger,2016,,,115,,,,,,,
37,Muduva Nyangana,Honey Badger,2017,,,113,,,,,,,
37,Muduva Nyangana,Honey Badger,2018,,,106,,,,,,,
37,Muduva Nyangana,Honey Badger,2019,,,116,,,,,,,
37,Muduva Nyangana,Honey Badger,2020,,,152,,,,,,,
37,Muduva Nyangana,Honey Badger,2021,,,111,,,,,,,
37,Muduva Nyangana,Honey Badger,2022,,,106,,,,,,,
37,Muduva Nyangana,Honey Badger,2023,,,116,,,,,,,
37,Muduva Nyangana,Honey Badger,2024,,,122,,,,,,,
37,Muduva Nyangana,Impala,2013,,,94,,,,,,,
37,Muduva Nyangana,Impala,2014,13,1,114,11.4,,,,,,
37,Muduva Nyangana,Impala,2015,1,1,112,0.9,,,,,,
37,Muduva Nyangana,Impala,2016,34,2,115,29.6,,,,,,
37,Muduva Nyangana,Impala,2017,,,113,,,,,,,
37,Muduva Nyangana,Impala,2018,15,1,106,14.2,,,,,,
37,Muduva Nyangana,Impala,2019,6,1,116,5.2,,,,,,
37,Muduva Nyangana,Impala,2020,3,1,152,2,,,,,,
37,Muduva Nyangana,Impala,2021,5,1,111,4.5,,,,,,
37,Muduva Nyangana,Impala,2022,5,1,106,4.7,,,,,,
37,Muduva Nyangana,Impala,2023,,,116,,,,,,,
37,Muduva Nyangana,Impala,2024,,,122,,,,,,,
37,Muduva Nyangana,"Jackal, Black-backed",2013,,,94,,,,,,,
37,Muduva Nyangana,"Jackal, Black-backed",2014,,,114,,,,,,,
37,Muduva Nyangana,"Jackal, Black-backed",2015,,,112,,,,,,,
37,Muduva Nyangana,"Jackal, Black-backed",2016,,,115,,,,,,,
37,Muduva Nyangana,"Jackal, Black-backed",2017,,,113,,,,,,,
37,Muduva Nyangana,"Jackal, Black-backed",2018,,,106,,,,,,,
37,Muduva Nyangana,"Jackal, Black-backed",2019,,,116,,,,,,,
37,Muduva Nyangana,"Jackal, Black-backed",2020,,,152,,,,,,,
37,Muduva Nyangana,"Jackal, Black-backed",2021,,,111,,,,,,,
37,Muduva Nyangana,"Jackal, Black-backed",2022,,,106,,,,,,,
37,Muduva Nyangana,"Jackal, Black-backed",2023,,,116,,,,,,,
37,Muduva Nyangana,"Jackal, Black-backed",2024,,,122,,,,,,,
37,Muduva Nyangana,Kori Bustard,2013,,,94,,,,,,,
37,Muduva Nyangana,Kori Bustard,2014,,,114,,,,,,,
37,Muduva Nyangana,Kori Bustard,2015,,,112,,,,,,,
37,Muduva Nyangana,Kori Bustard,2016,,,115,,,,,,,
37,Muduva Nyangana,Kori Bustard,2017,,,113,,,,,,,
37,Muduva Nyangana,Kori Bustard,2018,,,106,,,,,,,
37,Muduva Nyangana,Kori Bustard,2019,,,116,,,,,,,
37,Muduva Nyangana,Kori Bustard,2020,,,152,,,,,,,
37,Muduva Nyangana,Kori Bustard,2021,,,111,,,,,,,
37,Muduva Nyangana,Kori Bustard,2022,,,106,,,,,,,
37,Muduva Nyangana,Kori Bustard,2023,,,116,,,,,,,
37,Muduva Nyangana,Kori Bustard,2024,,,122,,,,,,,
37,Muduva Nyangana,Kudu,2013,7,3,94,7.4,,,,,,
37,Muduva Nyangana,Kudu,2014,25,7,114,21.9,,,,,,
37,Muduva Nyangana,Kudu,2015,19,7,112,17,,,,,,
37,Muduva Nyangana,Kudu,2016,24,8,115,20.9,,,,,,
37,Muduva Nyangana,Kudu,2017,23,4,113,20.4,,,,,,
37,Muduva Nyangana,Kudu,2018,3,3,106,2.8,,,,,,
37,Muduva Nyangana,Kudu,2019,23,8,116,19.8,,,,,,
37,Muduva Nyangana,Kudu,2020,19,4,152,12.5,,,,,,
37,Muduva Nyangana,Kudu,2021,44,7,111,39.6,,,,,,
37,Muduva Nyangana,Kudu,2022,9,2,106,8.5,,,,,,
37,Muduva Nyangana,Kudu,2023,,,116,,,,,,,
37,Muduva Nyangana,Kudu,2024,8,1,122,6.6,,,,,,
37,Muduva Nyangana,Leopard,2013,,,94,,,,,,,
37,Muduva Nyangana,Leopard,2014,,,114,,,,,,,
37,Muduva Nyangana,Leopard,2015,,,112,,,,,,,
37,Muduva Nyangana,Leopard,2016,,,115,,,,,,,
37,Muduva Nyangana,Leopard,2017,,,113,,,,,,,
37,Muduva Nyangana,Leopard,2018,,,106,,,,,,,
37,Muduva Nyangana,Leopard,2019,,,116,,,,,,,
37,Muduva Nyangana,Leopard,2020,,,152,,,,,,,
37,Muduva Nyangana,Leopard,2021,1,1,111,0.9,,,,,,
37,Muduva Nyangana,Leopard,2022,,,106,,,,,,,
37,Muduva Nyangana,Leopard,2023,,,116,,,,,,,
37,Muduva Nyangana,Leopard,2024,,,122,,,,,,,
37,Muduva Nyangana,Lion,2013,,,94,,,,,,,
37,Muduva Nyangana,Lion,2014,,,114,,,,,,,
37,Muduva Nyangana,Lion,2015,,,112,,,,,,,
37,Muduva Nyangana,Lion,2016,,,115,,,,,,,
37,Muduva Nyangana,Lion,2017,,,113,,,,,,,
37,Muduva Nyangana,Lion,2018,,,106,,,,,,,
37,Muduva Nyangana,Lion,2019,,,116,,,,,,,
37,Muduva Nyangana,Lion,2020,,,152,,,,,,,
37,Muduva Nyangana,Lion,2021,,,111,,,,,,,
37,Muduva Nyangana,Lion,2022,,,106,,,,,,,
37,Muduva Nyangana,Lion,2023,,,116,,,,,,,
37,Muduva Nyangana,Lion,2024,,,122,,,,,,,
37,Muduva Nyangana,Ostrich,2013,,,94,,,,,,,
37,Muduva Nyangana,Ostrich,2014,,,114,,,,,,,
37,Muduva Nyangana,Ostrich,2015,3,1,112,2.7,,,,,,
37,Muduva Nyangana,Ostrich,2016,2,2,115,1.7,,,,,,
37,Muduva Nyangana,Ostrich,2017,1,1,113,0.9,,,,,,
37,Muduva Nyangana,Ostrich,2018,1,1,106,0.9,,,,,,
37,Muduva Nyangana,Ostrich,2019,1,1,116,0.9,,,,,,
37,Muduva Nyangana,Ostrich,2020,3,2,152,2,,,,,,
37,Muduva Nyangana,Ostrich,2021,5,2,111,4.5,,,,,,
37,Muduva Nyangana,Ostrich,2022,1,1,106,0.9,,,,,,
37,Muduva Nyangana,Ostrich,2023,,,116,,,,,,,
37,Muduva Nyangana,Ostrich,2024,1,1,122,0.8,,,,,,
37,Muduva Nyangana,Porcupine,2013,,,94,,,,,,,
37,Muduva Nyangana,Porcupine,2014,,,114,,,,,,,
37,Muduva Nyangana,Porcupine,2015,,,112,,,,,,,
37,Muduva Nyangana,Porcupine,2016,,,115,,,,,,,
37,Muduva Nyangana,Porcupine,2017,2,1,113,1.8,,,,,,
37,Muduva Nyangana,Porcupine,2018,,,106,,,,,,,
37,Muduva Nyangana,Porcupine,2019,,,116,,,,,,,
37,Muduva Nyangana,Porcupine,2020,,,152,,,,,,,
37,Muduva Nyangana,Porcupine,2021,,,111,,,,,,,
37,Muduva Nyangana,Porcupine,2022,,,106,,,,,,,
37,Muduva Nyangana,Porcupine,2023,,,116,,,,,,,
37,Muduva Nyangana,Porcupine,2024,,,122,,,,,,,
37,Muduva Nyangana,Roan,2013,1,1,94,1.1,,,,,,
37,Muduva Nyangana,Roan,2014,40,6,114,35,,,,,,
37,Muduva Nyangana,Roan,2015,41,6,112,36.6,,,,,,
37,Muduva Nyangana,Roan,2016,28,7,115,24.3,,,,,,
37,Muduva Nyangana,Roan,2017,13,8,113,11.5,,,,,,
37,Muduva Nyangana,Roan,2018,25,5,106,23.6,,,,,,
37,Muduva Nyangana,Roan,2019,74,10,116,63.9,,,,,,
37,Muduva Nyangana,Roan,2020,49,6,152,32.3,,,,,,
37,Muduva Nyangana,Roan,2021,29,6,111,26.1,,,,,,
37,Muduva Nyangana,Roan,2022,46,7,106,43.4,,,,,,
37,Muduva Nyangana,Roan,2023,71,11,116,61.2,,,,,,
37,Muduva Nyangana,Roan,2024,49,9,122,40.2,,,,,,
37,Muduva Nyangana,Sable,2013,,,94,,,,,,,
37,Muduva Nyangana,Sable,2014,,,114,,,,,,,
37,Muduva Nyangana,Sable,2015,,,112,,,,,,,
37,Muduva Nyangana,Sable,2016,,,115,,,,,,,
37,Muduva Nyangana,Sable,2017,,,113,,,,,,,
37,Muduva Nyangana,Sable,2018,,,106,,,,,,,
37,Muduva Nyangana,Sable,2019,,,116,,,,,,,
37,Muduva Nyangana,Sable,2020,,,152,,,,,,,
37,Muduva Nyangana,Sable,2021,,,111,,,,,,,
37,Muduva Nyangana,Sable,2022,,,106,,,,,,,
37,Muduva Nyangana,Sable,2023,,,116,,,,,,,
37,Muduva Nyangana,Sable,2024,,,122,,,,,,,
37,Muduva Nyangana,Scrub hare,2013,,,94,,,,,,,
37,Muduva Nyangana,Scrub hare,2014,,,114,,,,,,,
37,Muduva Nyangana,Scrub hare,2015,,,112,,,,,,,
37,Muduva Nyangana,Scrub hare,2016,,,115,,,,,,,
37,Muduva Nyangana,Scrub hare,2017,,,113,,,,,,,
37,Muduva Nyangana,Scrub hare,2018,,,106,,,,,,,
37,Muduva Nyangana,Scrub hare,2019,,,116,,,,,,,
37,Muduva Nyangana,Scrub hare,2020,,,152,,,,,,,
37,Muduva Nyangana,Scrub hare,2021,,,111,,,,,,,
37,Muduva Nyangana,Scrub hare,2022,,,106,,,,,,,
37,Muduva Nyangana,Scrub hare,2023,,,116,,,,,,,
37,Muduva Nyangana,Scrub hare,2024,,,122,,,,,,,
37,Muduva Nyangana,Spotted Hyaena,2013,,,94,,,,,,,
37,Muduva Nyangana,Spotted Hyaena,2014,,,114,,,,,,,
37,Muduva Nyangana,Spotted Hyaena,2015,1,1,112,0.9,,,,,,
37,Muduva Nyangana,Spotted Hyaena,2016,,,115,,,,,,,
37,Muduva Nyangana,Spotted Hyaena,2017,,,113,,,,,,,
37,Muduva Nyangana,Spotted Hyaena,2018,,,106,,,,,,,
37,Muduva Nyangana,Spotted Hyaena,2019,,,116,,,,,,,
37,Muduva Nyangana,Spotted Hyaena,2020,1,1,152,0.7,,,,,,
37,Muduva Nyangana,Spotted Hyaena,2021,,,111,,,,,,,
37,Muduva Nyangana,Spotted Hyaena,2022,,,106,,,,,,,
37,Muduva Nyangana,Spotted Hyaena,2023,,,116,,,,,,,
37,Muduva Nyangana,Spotted Hyaena,2024,,,122,,,,,,,
37,Muduva Nyangana,Springbok,2013,,,94,,,,,,,
37,Muduva Nyangana,Springbok,2014,,,114,,,,,,,
37,Muduva Nyangana,Springbok,2015,,,112,,,,,,,
37,Muduva Nyangana,Springbok,2016,,,115,,,,,,,
37,Muduva Nyangana,Springbok,2017,,,113,,,,,,,
37,Muduva Nyangana,Springbok,2018,,,106,,,,,,,
37,Muduva Nyangana,Springbok,2019,,,116,,,,,,,
37,Muduva Nyangana,Springbok,2020,,,152,,,,,,,
37,Muduva Nyangana,Springbok,2021,,,111,,,,,,,
37,Muduva Nyangana,Springbok,2022,,,106,,,,,,,
37,Muduva Nyangana,Springbok,2023,,,116,,,,,,,
37,Muduva Nyangana,Springbok,2024,,,122,,,,,,,
37,Muduva Nyangana,Steenbok,2013,4,4,94,4.3,,,,,,
37,Muduva Nyangana,Steenbok,2014,3,3,114,2.6,,,,,,
37,Muduva Nyangana,Steenbok,2015,11,9,112,9.8,,,,,,
37,Muduva Nyangana,Steenbok,2016,1,1,115,0.9,,,,,,
37,Muduva Nyangana,Steenbok,2017,3,3,113,2.7,,,,,,
37,Muduva Nyangana,Steenbok,2018,7,7,106,6.6,,,,,,
37,Muduva Nyangana,Steenbok,2019,10,9,116,8.6,,,,,,
37,Muduva Nyangana,Steenbok,2020,4,4,152,2.6,,,,,,
37,Muduva Nyangana,Steenbok,2021,4,4,111,3.6,,,,,,
37,Muduva Nyangana,Steenbok,2022,3,3,106,2.8,,,,,,
37,Muduva Nyangana,Steenbok,2023,10,10,116,8.6,,,,,,
37,Muduva Nyangana,Steenbok,2024,3,3,122,2.5,,,,,,
37,Muduva Nyangana,Vervet Monkey,2013,10,1,94,10.6,,,,,,
37,Muduva Nyangana,Vervet Monkey,2014,,,114,,,,,,,
37,Muduva Nyangana,Vervet Monkey,2015,30,1,112,26.8,,,,,,
37,Muduva Nyangana,Vervet Monkey,2016,7,1,115,6.1,,,,,,
37,Muduva Nyangana,Vervet Monkey,2017,10,1,113,8.8,,,,,,
37,Muduva Nyangana,Vervet Monkey,2018,21,2,106,19.8,,,,,,
37,Muduva Nyangana,Vervet Monkey,2019,,,116,,,,,,,
37,Muduva Nyangana,Vervet Monkey,2020,20,1,152,13.2,,,,,,
37,Muduva Nyangana,Vervet Monkey,2021,15,1,111,13.5,,,,,,
37,Muduva Nyangana,Vervet Monkey,2022,7,1,106,6.6,,,,,,
37,Muduva Nyangana,Vervet Monkey,2023,,,116,,,,,,,
37,Muduva Nyangana,Vervet Monkey,2024,,,122,,,,,,,
37,Muduva Nyangana,Warthog,2013,1,1,94,1.1,,,,,,
37,Muduva Nyangana,Warthog,2014,2,1,114,1.7,,,,,,
37,Muduva Nyangana,Warthog,2015,7,2,112,6.2,,,,,,
37,Muduva Nyangana,Warthog,2016,4,2,115,3.5,,,,,,
37,Muduva Nyangana,Warthog,2017,1,1,113,0.9,,,,,,
37,Muduva Nyangana,Warthog,2018,1,1,106,0.9,,,,,,
37,Muduva Nyangana,Warthog,2019,,,116,,,,,,,
37,Muduva Nyangana,Warthog,2020,2,1,152,1.3,,,,,,
37,Muduva Nyangana,Warthog,2021,,,111,,,,,,,
37,Muduva Nyangana,Warthog,2022,,,106,,,,,,,
37,Muduva Nyangana,Warthog,2023,1,1,116,0.9,,,,,,
37,Muduva Nyangana,Warthog,2024,,,122,,,,,,,
37,Muduva Nyangana,Wild dog,2013,,,94,,,,,,,
37,Muduva Nyangana,Wild dog,2014,,,114,,,,,,,
37,Muduva Nyangana,Wild dog,2015,3,1,112,2.7,,,,,,
37,Muduva Nyangana,Wild dog,2016,,,115,,,,,,,
37,Muduva Nyangana,Wild dog,2017,,,113,,,,,,,
37,Muduva Nyangana,Wild dog,2018,6,2,106,5.7,,,,,,
37,Muduva Nyangana,Wild dog,2019,,,116,,,,,,,
37,Muduva Nyangana,Wild dog,2020,,,152,,,,,,,
37,Muduva Nyangana,Wild dog,2021,,,111,,,,,,,
37,Muduva Nyangana,Wild dog,2022,,,106,,,,,,,
37,Muduva Nyangana,Wild dog,2023,,,116,,,,,,,
37,Muduva Nyangana,Wild dog,2024,,,122,,,,,,,
37,Muduva Nyangana,Wildebeest,2013,,,94,,,,,,,
37,Muduva Nyangana,Wildebeest,2014,,,114,,,,,,,
37,Muduva Nyangana,Wildebeest,2015,,,112,,,,,,,
37,Muduva Nyangana,Wildebeest,2016,,,115,,,,,,,
37,Muduva Nyangana,Wildebeest,2017,,,113,,,,,,,
37,Muduva Nyangana,Wildebeest,2018,12,1,106,11.3,,,,,,
37,Muduva Nyangana,Wildebeest,2019,,,116,,,,,,,
37,Muduva Nyangana,Wildebeest,2020,,,152,,,,,,,
37,Muduva Nyangana,Wildebeest,2021,,,111,,,,,,,
37,Muduva Nyangana,Wildebeest,2022,,,106,,,,,,,
37,Muduva Nyangana,Wildebeest,2023,,,116,,,,,,,
37,Muduva Nyangana,Wildebeest,2024,40,1,122,32.8,,,,,,
41,George Mukoya,Aardwolf,2013,,,228,,,,,,,
41,George Mukoya,Aardwolf,2014,,,255,,,,,,,
41,George Mukoya,Aardwolf,2015,,,239,,,,,,,
41,George Mukoya,Aardwolf,2016,,,252,,,,,,,
41,George Mukoya,Aardwolf,2017,,,252,,,,,,,
41,George Mukoya,Aardwolf,2018,,,237,,,,,,,
41,George Mukoya,Aardwolf,2019,,,255,,,,,,,
41,George Mukoya,Aardwolf,2020,,,254,,,,,,,
41,George Mukoya,Aardwolf,2021,,,242,,,,,,,
41,George Mukoya,Aardwolf,2022,,,221,,,,,,,
41,George Mukoya,Aardwolf,2023,,,241,,,,,,,
41,George Mukoya,Aardwolf,2024,,,241,,,,,,,
41,George Mukoya,African Wildcat,2013,,,228,,,,,,,
41,George Mukoya,African Wildcat,2014,,,255,,,,,,,
41,George Mukoya,African Wildcat,2015,,,239,,,,,,,
41,George Mukoya,African Wildcat,2016,,,252,,,,,,,
41,George Mukoya,African Wildcat,2017,,,252,,,,,,,
41,George Mukoya,African Wildcat,2018,,,237,,,,,,,
41,George Mukoya,African Wildcat,2019,,,255,,,,,,,
41,George Mukoya,African Wildcat,2020,,,254,,,,,,,
41,George Mukoya,African Wildcat,2021,,,242,,,,,,,
41,George Mukoya,African Wildcat,2022,,,221,,,,,,,
41,George Mukoya,African Wildcat,2023,,,241,,,,,,,
41,George Mukoya,African Wildcat,2024,,,241,,,,,,,
41,George Mukoya,Baboon,2013,,,228,,,,,,,
41,George Mukoya,Baboon,2014,,,255,,,,,,,
41,George Mukoya,Baboon,2015,,,239,,,,,,,
41,George Mukoya,Baboon,2016,,,252,,,,,,,
41,George Mukoya,Baboon,2017,,,252,,,,,,,
41,George Mukoya,Baboon,2018,,,237,,,,,,,
41,George Mukoya,Baboon,2019,,,255,,,,,,,
41,George Mukoya,Baboon,2020,,,254,,,,,,,
41,George Mukoya,Baboon,2021,,,242,,,,,,,
41,George Mukoya,Baboon,2022,,,221,,,,,,,
41,George Mukoya,Baboon,2023,,,241,,,,,,,
41,George Mukoya,Baboon,2024,,,241,,,,,,,
41,George Mukoya,Bat-eared Fox,2013,,,228,,,,,,,
41,George Mukoya,Bat-eared Fox,2014,,,255,,,,,,,
41,George Mukoya,Bat-eared Fox,2015,,,239,,,,,,,
41,George Mukoya,Bat-eared Fox,2016,,,252,,,,,,,
41,George Mukoya,Bat-eared Fox,2017,,,252,,,,,,,
41,George Mukoya,Bat-eared Fox,2018,,,237,,,,,,,
41,George Mukoya,Bat-eared Fox,2019,,,255,,,,,,,
41,George Mukoya,Bat-eared Fox,2020,,,254,,,,,,,
41,George Mukoya,Bat-eared Fox,2021,,,242,,,,,,,
41,George Mukoya,Bat-eared Fox,2022,,,221,,,,,,,
41,George Mukoya,Bat-eared Fox,2023,,,241,,,,,,,
41,George Mukoya,Bat-eared Fox,2024,,,241,,,,,,,
41,George Mukoya,Burchell's Zebra,2013,,,228,,,,,,,
41,George Mukoya,Burchell's Zebra,2014,,,255,,,,,,,
41,George Mukoya,Burchell's Zebra,2015,,,239,,,,,,,
41,George Mukoya,Burchell's Zebra,2016,,,252,,,,,,,
41,George Mukoya,Burchell's Zebra,2017,,,252,,,,,,,
41,George Mukoya,Burchell's Zebra,2018,,,237,,,,,,,
41,George Mukoya,Burchell's Zebra,2019,,,255,,,,,,,
41,George Mukoya,Burchell's Zebra,2020,,,254,,,,,,,
41,George Mukoya,Burchell's Zebra,2021,,,242,,,,,,,
41,George Mukoya,Burchell's Zebra,2022,,,221,,,,,,,
41,George Mukoya,Burchell's Zebra,2023,,,241,,,,,,,
41,George Mukoya,Burchell's Zebra,2024,,,241,,,,,,,
41,George Mukoya,Bushpig,2013,,,228,,,,,,,
41,George Mukoya,Bushpig,2014,,,255,,,,,,,
41,George Mukoya,Bushpig,2015,,,239,,,,,,,
41,George Mukoya,Bushpig,2016,,,252,,,,,,,
41,George Mukoya,Bushpig,2017,,,252,,,,,,,
41,George Mukoya,Bushpig,2018,,,237,,,,,,,
41,George Mukoya,Bushpig,2019,,,255,,,,,,,
41,George Mukoya,Bushpig,2020,,,254,,,,,,,
41,George Mukoya,Bushpig,2021,,,242,,,,,,,
41,George Mukoya,Bushpig,2022,,,221,,,,,,,
41,George Mukoya,Bushpig,2023,2,1,241,0.8,,,,,,
41,George Mukoya,Bushpig,2024,,,241,,,,,,,
41,George Mukoya,Caracal,2013,,,228,,,,,,,
41,George Mukoya,Caracal,2014,,,255,,,,,,,
41,George Mukoya,Caracal,2015,,,239,,,,,,,
41,George Mukoya,Caracal,2016,,,252,,,,,,,
41,George Mukoya,Caracal,2017,,,252,,,,,,,
41,George Mukoya,Caracal,2018,,,237,,,,,,,
41,George Mukoya,Caracal,2019,,,255,,,,,,,
41,George Mukoya,Caracal,2020,,,254,,,,,,,
41,George Mukoya,Caracal,2021,,,242,,,,,,,
41,George Mukoya,Caracal,2022,1,1,221,0.5,,,,,,
41,George Mukoya,Caracal,2023,,,241,,,,,,,
41,George Mukoya,Caracal,2024,,,241,,,,,,,
41,George Mukoya,Cheetah,2013,,,228,,,,,,,
41,George Mukoya,Cheetah,2014,,,255,,,,,,,
41,George Mukoya,Cheetah,2015,,,239,,,,,,,
41,George Mukoya,Cheetah,2016,,,252,,,,,,,
41,George Mukoya,Cheetah,2017,,,252,,,,,,,
41,George Mukoya,Cheetah,2018,,,237,,,,,,,
41,George Mukoya,Cheetah,2019,,,255,,,,,,,
41,George Mukoya,Cheetah,2020,,,254,,,,,,,
41,George Mukoya,Cheetah,2021,,,242,,,,,,,
41,George Mukoya,Cheetah,2022,,,221,,,,,,,
41,George Mukoya,Cheetah,2023,,,241,,,,,,,
41,George Mukoya,Cheetah,2024,,,241,,,,,,,
41,George Mukoya,Duiker,2013,18,17,228,7.9,,,,,,
41,George Mukoya,Duiker,2014,29,25,255,11.4,,,,,,
41,George Mukoya,Duiker,2015,36,33,239,15,,,,,,
41,George Mukoya,Duiker,2016,28,26,252,11.1,,,,,,
41,George Mukoya,Duiker,2017,38,32,252,15.1,,,,,,
41,George Mukoya,Duiker,2018,31,27,237,13.1,,,,,,
41,George Mukoya,Duiker,2019,34,29,255,13.4,,,,,,
41,George Mukoya,Duiker,2020,29,25,254,11.4,,,,,,
41,George Mukoya,Duiker,2021,35,34,242,14.5,,,,,,
41,George Mukoya,Duiker,2022,31,27,221,14,,,,,,
41,George Mukoya,Duiker,2023,39,35,241,16.2,,,,,,
41,George Mukoya,Duiker,2024,28,24,241,11.6,,,,,,
41,George Mukoya,Eland,2013,17,5,228,7.4,,,,,,
41,George Mukoya,Eland,2014,31,7,255,12.2,,,,,,
41,George Mukoya,Eland,2015,23,4,239,9.6,,,,,,
41,George Mukoya,Eland,2016,33,11,252,13.1,,,,,,
41,George Mukoya,Eland,2017,29,7,252,11.5,,,,,,
41,George Mukoya,Eland,2018,50,13,237,21.1,,,,,,
41,George Mukoya,Eland,2019,27,6,255,10.6,,,,,,
41,George Mukoya,Eland,2020,8,2,254,3.1,,,,,,
41,George Mukoya,Eland,2021,48,9,242,19.8,,,,,,
41,George Mukoya,Eland,2022,69,10,221,31.2,,,,,,
41,George Mukoya,Eland,2023,49,7,241,20.3,,,,,,
41,George Mukoya,Eland,2024,51,7,241,21.1,,,,,,
41,George Mukoya,Elephant,2013,11,4,228,4.8,,,,,,
41,George Mukoya,Elephant,2014,,,255,,,,,,,
41,George Mukoya,Elephant,2015,97,8,239,40.5,,,,,,
41,George Mukoya,Elephant,2016,133,11,252,52.8,,,,,,
41,George Mukoya,Elephant,2017,4,1,252,1.6,,,,,,
41,George Mukoya,Elephant,2018,11,4,237,4.6,,,,,,
41,George Mukoya,Elephant,2019,22,7,255,8.6,,,,,,
41,George Mukoya,Elephant,2020,11,4,254,4.3,,,,,,
41,George Mukoya,Elephant,2021,,,242,,,,,,,
41,George Mukoya,Elephant,2022,54,9,221,24.4,,,,,,
41,George Mukoya,Elephant,2023,18,8,241,7.5,,,,,,
41,George Mukoya,Elephant,2024,34,6,241,14.1,,,,,,
41,George Mukoya,Gemsbok,2013,35,4,228,15.3,,,,,,
41,George Mukoya,Gemsbok,2014,30,13,255,11.8,,,,,,
41,George Mukoya,Gemsbok,2015,15,6,239,6.3,,,,,,
41,George Mukoya,Gemsbok,2016,34,14,252,13.5,,,,,,
41,George Mukoya,Gemsbok,2017,43,14,252,17.1,,,,,,
41,George Mukoya,Gemsbok,2018,56,7,237,23.7,,,,,,
41,George Mukoya,Gemsbok,2019,29,7,255,11.4,,,,,,
41,George Mukoya,Gemsbok,2020,39,11,254,15.3,,,,,,
