ID_Location,Name,Species,Year,Animals Sighted,Groups Sighted,Transect Length (km),Num per 100km,,,,,,,,,,,,,,,,,,
58,Huibes,Porcupine,2012,,,203,,,,,,,,,,,,,,,,,,,
58,Huibes,Porcupine,2013,,,209,,,,,,,,,,,,,,,,,,,
58,Huibes,Porcupine,2014,,,209,,,,,,,,,,,,,,,,,,,
58,Huibes,Porcupine,2015,,,209,,,,,,,,,,,,,,,,,,,
58,Huibes,Porcupine,2016,,,176,,,,,,,,,,,,,,,,,,,
58,Huibes,Porcupine,2017,,,207,,,,,,,,,,,,,,,,,,,
58,Huibes,Porcupine,2018,,,207,,,,,,,,,,,,,,,,,,,
58,Huibes,Porcupine,2019,,,207,,,,,,,,,,,,,,,,,,,
58,Huibes,Porcupine,2020,,,207,,,,,,,,,,,,,,,,,,,
58,Huibes,Porcupine,2021,,,207,,,,,,,,,,,,,,,,,,,
58,Huibes,Porcupine,2022,,,200,,,,,,,,,,,,,,,,,,,
58,Huibes,Porcupine,2023,,,181,,,,,,,,,,,,,,,,,,,
58,Huibes,Porcupine,2024,,,174,,,,,,,,,,,,,,,,,,,
58,Huibes,Scrub hare,2011,,,212,,,,,,,,,,,,,,,,,,,
58,Huibes,Scrub hare,2012,,,203,,,,,,,,,,,,,,,,,,,
58,Huibes,Scrub hare,2013,,,209,,,,,,,,,,,,,,,,,,,
58,Huibes,Scrub hare,2014,,,209,,,,,,,,,,,,,,,,,,,
58,Huibes,Scrub hare,2015,,,209,,,,,,,,,,,,,,,,,,,
58,Huibes,Scrub hare,2016,,,176,,,,,,,,,,,,,,,,,,,
58,Huibes,Scrub hare,2017,,,207,,,,,,,,,,,,,,,,,,,
58,Huibes,Scrub hare,2018,,,207,,,,,,,,,,,,,,,,,,,
58,Huibes,Scrub hare,2019,,,207,,,,,,,,,,,,,,,,,,,
58,Huibes,Scrub hare,2020,,,207,,,,,,,,,,,,,,,,,,,
58,Huibes,Scrub hare,2021,,,207,,,,,,,,,,,,,,,,,,,
58,Huibes,Scrub hare,2022,,,200,,,,,,,,,,,,,,,,,,,
58,Huibes,Scrub hare,2023,,,181,,,,,,,,,,,,,,,,,,,
58,Huibes,Scrub hare,2024,,,174,,,,,,,,,,,,,,,,,,,
58,Huibes,Slender Mongoose,2011,,,212,,,,,,,,,,,,,,,,,,,
58,Huibes,Slender Mongoose,2012,,,203,,,,,,,,,,,,,,,,,,,
58,Huibes,Slender Mongoose,2013,,,209,,,,,,,,,,,,,,,,,,,
58,Huibes,Slender Mongoose,2014,,,209,,,,,,,,,,,,,,,,,,,
58,Huibes,Slender Mongoose,2015,,,209,,,,,,,,,,,,,,,,,,,
58,Huibes,Slender Mongoose,2016,,,176,,,,,,,,,,,,,,,,,,,
58,Huibes,Slender Mongoose,2017,,,207,,,,,,,,,,,,,,,,,,,
58,Huibes,Slender Mongoose,2018,,,207,,,,,,,,,,,,,,,,,,,
58,Huibes,Slender Mongoose,2019,,,207,,,,,,,,,,,,,,,,,,,
58,Huibes,Slender Mongoose,2020,,,207,,,,,,,,,,,,,,,,,,,
58,Huibes,Slender Mongoose,2021,,,207,,,,,,,,,,,,,,,,,,,
58,Huibes,Slender Mongoose,2022,,,200,,,,,,,,,,,,,,,,,,,
58,Huibes,Slender Mongoose,2023,,,181,,,,,,,,,,,,,,,,,,,
58,Huibes,Slender Mongoose,2024,,,174,,,,,,,,,,,,,,,,,,,
58,Huibes,Springbok,2011,34,4,212,16,,,,,,,,,,,,,,,,,,
58,Huibes,Springbok,2012,10,4,203,4.9,,,,,,,,,,,,,,,,,,
58,Huibes,Springbok,2013,2,2,209,1,,,,,,,,,,,,,,,,,,
58,Huibes,Springbok,2014,,,209,,,,,,,,,,,,,,,,,,,
58,Huibes,Springbok,2015,49,7,209,23.4,,,,,,,,,,,,,,,,,,
58,Huibes,Springbok,2016,35,8,176,19.9,,,,,,,,,,,,,,,,,,
58,Huibes,Springbok,2017,33,5,207,15.9,,,,,,,,,,,,,,,,,,
58,Huibes,Springbok,2018,14,2,207,6.8,,,,,,,,,,,,,,,,,,
58,Huibes,Springbok,2019,45,4,207,21.7,,,,,,,,,,,,,,,,,,
58,Huibes,Springbok,2020,11,3,207,5.3,,,,,,,,,,,,,,,,,,
58,Huibes,Springbok,2021,1,1,207,0.5,,,,,,,,,,,,,,,,,,
58,Huibes,Springbok,2022,9,1,200,4.5,,,,,,,,,,,,,,,,,,
58,Huibes,Springbok,2023,5,1,181,2.8,,,,,,,,,,,,,,,,,,
58,Huibes,Springbok,2024,2,1,174,1.1,,,,,,,,,,,,,,,,,,
58,Huibes,Steenbok,2011,5,5,212,2.4,,,,,,,,,,,,,,,,,,
58,Huibes,Steenbok,2012,6,6,203,3,,,,,,,,,,,,,,,,,,
58,Huibes,Steenbok,2013,16,14,209,7.7,,,,,,,,,,,,,,,,,,
58,Huibes,Steenbok,2014,1,1,209,0.5,,,,,,,,,,,,,,,,,,
58,Huibes,Steenbok,2015,7,6,209,3.3,,,,,,,,,,,,,,,,,,
58,Huibes,Steenbok,2016,9,7,176,5.1,,,,,,,,,,,,,,,,,,
58,Huibes,Steenbok,2017,8,7,207,3.9,,,,,,,,,,,,,,,,,,
58,Huibes,Steenbok,2018,,,207,,,,,,,,,,,,,,,,,,,
58,Huibes,Steenbok,2019,4,4,207,1.9,,,,,,,,,,,,,,,,,,
58,Huibes,Steenbok,2020,2,1,207,1,,,,,,,,,,,,,,,,,,
58,Huibes,Steenbok,2021,1,1,207,0.5,,,,,,,,,,,,,,,,,,
58,Huibes,Steenbok,2022,,,200,,,,,,,,,,,,,,,,,,,
58,Huibes,Steenbok,2023,2,2,181,1.1,,,,,,,,,,,,,,,,,,
58,Huibes,Steenbok,2024,1,1,174,0.6,,,,,,,,,,,,,,,,,,
58,Huibes,Warthog,2011,,,212,,,,,,,,,,,,,,,,,,,
58,Huibes,Warthog,2012,,,203,,,,,,,,,,,,,,,,,,,
58,Huibes,Warthog,2013,,,209,,,,,,,,,,,,,,,,,,,
58,Huibes,Warthog,2014,,,209,,,,,,,,,,,,,,,,,,,
58,Huibes,Warthog,2015,,,209,,,,,,,,,,,,,,,,,,,
58,Huibes,Warthog,2016,,,176,,,,,,,,,,,,,,,,,,,
58,Huibes,Warthog,2017,,,207,,,,,,,,,,,,,,,,,,,
58,Huibes,Warthog,2018,,,207,,,,,,,,,,,,,,,,,,,
58,Huibes,Warthog,2019,,,207,,,,,,,,,,,,,,,,,,,
58,Huibes,Warthog,2020,,,207,,,,,,,,,,,,,,,,,,,
58,Huibes,Warthog,2021,,,207,,,,,,,,,,,,,,,,,,,
58,Huibes,Warthog,2022,,,200,,,,,,,,,,,,,,,,,,,
58,Huibes,Warthog,2023,,,181,,,,,,,,,,,,,,,,,,,
58,Huibes,Warthog,2024,,,174,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Aardwolf,2005,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Aardwolf,2006,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Aardwolf,2007,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Aardwolf,2008,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Aardwolf,2009,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Aardwolf,2010,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Aardwolf,2011,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Aardwolf,2012,,,79,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Aardwolf,2013,,,80,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Aardwolf,2014,,,80,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Aardwolf,2015,1,1,80,1.2,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Aardwolf,2016,,,82,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Aardwolf,2017,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Aardwolf,2018,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Aardwolf,2019,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Aardwolf,2020,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Aardwolf,2021,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Aardwolf,2022,,,100,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Aardwolf,2023,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Aardwolf,2024,,,100,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Baboon,2005,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Baboon,2006,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Baboon,2007,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Baboon,2008,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Baboon,2009,16,2,96,16.7,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Baboon,2010,17,3,96,17.7,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Baboon,2011,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Baboon,2012,7,1,79,8.9,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Baboon,2013,17,3,80,21.2,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Baboon,2014,62,3,80,77.5,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Baboon,2015,,,80,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Baboon,2016,84,8,82,102.2,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Baboon,2017,17,3,87,19.5,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Baboon,2018,3,1,87,3.4,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Baboon,2019,4,1,87,4.6,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Baboon,2020,31,5,87,35.5,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Baboon,2021,27,2,87,30.9,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Baboon,2022,4,1,100,4,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Baboon,2023,12,1,96,12.5,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Baboon,2024,16,5,100,16,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Bat-eared Fox,2005,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Bat-eared Fox,2006,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Bat-eared Fox,2007,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Bat-eared Fox,2008,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Bat-eared Fox,2009,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Bat-eared Fox,2010,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Bat-eared Fox,2011,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Bat-eared Fox,2012,,,79,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Bat-eared Fox,2013,,,80,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Bat-eared Fox,2014,,,80,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Bat-eared Fox,2015,,,80,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Bat-eared Fox,2016,,,82,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Bat-eared Fox,2017,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Bat-eared Fox,2018,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Bat-eared Fox,2019,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Bat-eared Fox,2020,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Bat-eared Fox,2021,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Bat-eared Fox,2022,,,100,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Bat-eared Fox,2023,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Bat-eared Fox,2024,,,100,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Duiker,2005,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Duiker,2006,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Duiker,2007,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Duiker,2008,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Duiker,2009,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Duiker,2010,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Duiker,2011,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Duiker,2012,,,79,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Duiker,2013,,,80,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Duiker,2014,,,80,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Duiker,2015,,,80,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Duiker,2016,,,82,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Duiker,2017,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Duiker,2018,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Duiker,2019,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Duiker,2020,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Duiker,2021,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Duiker,2022,,,100,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Duiker,2023,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Duiker,2024,,,100,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Gemsbok,2005,47,22,96,49,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Gemsbok,2006,129,43,96,134.4,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Gemsbok,2007,77,32,96,80.2,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Gemsbok,2008,113,33,96,117.7,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Gemsbok,2009,237,72,96,246.9,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Gemsbok,2010,205,34,96,213.5,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Gemsbok,2011,178,30,96,185.4,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Gemsbok,2012,225,45,79,284.8,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Gemsbok,2013,393,64,80,491.2,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Gemsbok,2014,206,37,80,257.5,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Gemsbok,2015,603,79,80,753.8,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Gemsbok,2016,480,120,82,583.9,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Gemsbok,2017,427,114,87,489.1,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Gemsbok,2018,248,108,87,284.1,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Gemsbok,2019,85,38,87,97.4,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Gemsbok,2020,19,6,87,21.8,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Gemsbok,2021,65,6,87,74.5,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Gemsbok,2022,50,15,100,50,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Gemsbok,2023,63,19,96,65.6,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Gemsbok,2024,56,15,100,55.9,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Giraffe,2005,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Giraffe,2006,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Giraffe,2007,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Giraffe,2008,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Giraffe,2009,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Giraffe,2010,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Giraffe,2011,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Giraffe,2012,,,79,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Giraffe,2013,,,80,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Giraffe,2014,,,80,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Giraffe,2015,2,1,80,2.5,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Giraffe,2016,10,1,82,12.2,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Giraffe,2017,13,3,87,14.9,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Giraffe,2018,13,3,87,14.9,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Giraffe,2019,8,1,87,9.2,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Giraffe,2020,26,5,87,29.8,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Giraffe,2021,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Giraffe,2022,14,3,100,14,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Giraffe,2023,14,5,96,14.6,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Giraffe,2024,16,5,100,16,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Hartmann's Zebra,2005,6,3,96,6.2,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Hartmann's Zebra,2006,12,4,96,12.5,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Hartmann's Zebra,2007,18,5,96,18.8,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Hartmann's Zebra,2008,16,5,96,16.7,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Hartmann's Zebra,2009,43,6,96,44.8,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Hartmann's Zebra,2010,26,3,96,27.1,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Hartmann's Zebra,2011,108,10,96,112.5,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Hartmann's Zebra,2012,38,3,79,48.1,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Hartmann's Zebra,2013,93,11,80,116.2,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Hartmann's Zebra,2014,14,4,80,17.5,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Hartmann's Zebra,2015,50,8,80,62.5,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Hartmann's Zebra,2016,156,22,82,189.8,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Hartmann's Zebra,2017,80,12,87,91.6,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Hartmann's Zebra,2018,75,21,87,85.9,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Hartmann's Zebra,2019,51,9,87,58.4,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Hartmann's Zebra,2020,31,5,87,35.5,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Hartmann's Zebra,2021,82,4,87,93.9,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Hartmann's Zebra,2022,55,6,100,55,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Hartmann's Zebra,2023,29,3,96,30.2,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Hartmann's Zebra,2024,17,4,100,17,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,"Jackal, Black-backed",2005,3,2,96,3.1,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,"Jackal, Black-backed",2006,6,6,96,6.2,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,"Jackal, Black-backed",2007,3,2,96,3.1,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,"Jackal, Black-backed",2008,8,6,96,8.3,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,"Jackal, Black-backed",2009,7,5,96,7.3,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,"Jackal, Black-backed",2010,2,2,96,2.1,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,"Jackal, Black-backed",2011,3,3,96,3.1,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,"Jackal, Black-backed",2012,11,6,79,13.9,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,"Jackal, Black-backed",2013,4,3,80,5,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,"Jackal, Black-backed",2014,5,5,80,6.2,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,"Jackal, Black-backed",2015,4,3,80,5,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,"Jackal, Black-backed",2016,10,9,82,12.2,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,"Jackal, Black-backed",2017,7,4,87,8,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,"Jackal, Black-backed",2018,4,4,87,4.6,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,"Jackal, Black-backed",2019,4,4,87,4.6,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,"Jackal, Black-backed",2020,5,4,87,5.7,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,"Jackal, Black-backed",2021,1,1,87,1.1,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,"Jackal, Black-backed",2022,,,100,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,"Jackal, Black-backed",2023,1,1,96,1,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,"Jackal, Black-backed",2024,,,100,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Klipspringer,2005,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Klipspringer,2006,2,1,96,2.1,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Klipspringer,2007,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Klipspringer,2008,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Klipspringer,2009,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Klipspringer,2010,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Klipspringer,2011,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Klipspringer,2012,,,79,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Klipspringer,2013,,,80,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Klipspringer,2014,,,80,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Klipspringer,2015,,,80,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Klipspringer,2016,,,82,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Klipspringer,2017,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Klipspringer,2018,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Klipspringer,2019,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Klipspringer,2020,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Klipspringer,2021,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Klipspringer,2022,,,100,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Klipspringer,2023,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Klipspringer,2024,,,100,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kori Bustard,2005,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kori Bustard,2006,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kori Bustard,2007,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kori Bustard,2008,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kori Bustard,2009,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kori Bustard,2010,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kori Bustard,2011,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kori Bustard,2012,,,79,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kori Bustard,2013,,,80,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kori Bustard,2014,,,80,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kori Bustard,2015,,,80,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kori Bustard,2016,,,82,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kori Bustard,2017,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kori Bustard,2018,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kori Bustard,2019,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kori Bustard,2020,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kori Bustard,2021,,,87,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kori Bustard,2022,,,100,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kori Bustard,2023,,,96,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kori Bustard,2024,,,100,,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kudu,2005,66,21,96,68.8,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kudu,2006,55,25,96,57.3,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kudu,2007,34,18,96,35.4,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kudu,2008,36,10,96,37.5,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kudu,2009,56,15,96,58.3,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kudu,2010,18,7,96,18.8,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kudu,2011,40,7,96,41.7,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kudu,2012,46,12,79,58.2,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kudu,2013,72,19,80,90,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kudu,2014,19,8,80,23.8,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kudu,2015,5,4,80,6.2,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kudu,2016,22,11,82,26.8,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kudu,2017,27,12,87,30.9,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kudu,2018,25,7,87,28.6,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kudu,2019,5,3,87,5.7,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kudu,2020,7,2,87,8,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kudu,2021,1,1,87,1.1,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kudu,2022,9,2,100,9,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kudu,2023,1,1,96,1,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Kudu,2024,16,3,100,16,,,,,,,,,,,,,,,,,,
8001,Hardap Game Park,Ostrich,2005,78,32,96,81.2,,,,,,,,,,,,,,,,,,
